Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
Pump It,Black Eyed Peas,Monkey Business,2005-01-01,213066,https://open.spotify.com/track/2ygMBIctKIAfbEBcT9065L
No Me Cansare,"Sevdaliza, KAROL G",No Me Cansare,2024-10-18,162857,https://open.spotify.com/track/7syffZQA1dpkQelMckldEw
WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,261466,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h
Obsessed,Mariah Carey,Memoirs of an imperfect Angel (International Version),2009-09-29,242200,https://open.spotify.com/track/5EGPf0nqO7vEIwsOX6Er98
MIDDLE OF THE NIGHT,Elley Duhé,PHOENIX,2023-10-27,184453,https://open.spotify.com/track/45JYEmfoWSpCA3Paut7YXE
Long Way 2 Go,Cassie,Cassie (U.S. Version),2006-08-07,220639,https://open.spotify.com/track/4v5kAh2wWyCSuKuhMJK8u6
Be My Lover (feat. La Bouche) - 2023 Mix,"Hypaton, David Guetta, La Bouche",Be My Lover (feat. La Bouche) [2023 Mix],2023-04-21,169523,https://open.spotify.com/track/2aQpISWUBToaF84DDiTeRV
Murder In My Mind,Kordhell,Murder In My Mind,2022-01-21,145000,https://open.spotify.com/track/6qyS9qBy0mEk3qYaH8mPss
Pray For Me,"The Weeknd, Kendrick Lamar",The Highlights,2021-02-05,211420,https://open.spotify.com/track/6huNf4dutXRjJyGn7f5BPS
Inner Energy,AHEE,Inner Energy,2024-06-19,189047,https://open.spotify.com/track/14W8PQXjcSDUUuARL9PlES
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",Come Into My Life (The Album),1997-11-17,213394,https://open.spotify.com/track/3u5N55tHf7hXATSQrjBh2q
The Final Countdown,Europe,The Final Countdown (Expanded Edition),1986,310333,https://open.spotify.com/track/3MrRksHupTVEQ7YbA0FsZK
How Deep Is Your Love,"Calvin Harris, Disciples",How Deep Is Your Love,2015-07-17,212640,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",Love Tonight (David Guetta Remix),2021-06-11,158095,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This (ARIZONATEARS Pluggnb Remix),2023-02-05,163139,https://open.spotify.com/track/0FA4wrjDJvJTTU8AepZTup
Walk & ah cramp,"Ugly Andz., prodbycpkshawn",Walk & ah cramp,2024-12-26,109732,https://open.spotify.com/track/3ptCVSlYbDOg6QdoZ2BcRx
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),2023-03-10,186496,https://open.spotify.com/track/5eTaQYBE1yrActixMAeLcZ
Slowly Burning,Eric James,Slowly Burning,2024-03-21,207943,https://open.spotify.com/track/4PX2s217k5SRLAxgTuGbWH
eyes don't lie,Isabel LaRosa,eyes don't lie,2023-07-07,150720,https://open.spotify.com/track/2GWCZJWundoYi5IloWIgTX
Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,2015-03-26,219305,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq
Like A G6,"Far East Movement, The Cataracs, DEV",Free Wired,2010-01-01,216893,https://open.spotify.com/track/5AyL2kgLtTWEu3qO3B9SqK
Vamp Anthem,Playboi Carti,Whole Lotta Red,2020-12-25,124093,https://open.spotify.com/track/4CzhtKifG867Lu5DNQVBSA
Hot N Cold,Katy Perry,One Of The Boys,2008-06-17,220226,https://open.spotify.com/track/1TEjSXPdAakDotj2Wji3PU
Passion,Sasha GiGi,Passion,2024-08-16,158223,https://open.spotify.com/track/2K0jAISaAQkJxa7t473o7z
Never Lose Me,Flo Milli,Never Lose Me,2023-11-30,125901,https://open.spotify.com/track/6uTPdRrEDeH8Fyg5L5qmeU
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,2011-01-01,210626,https://open.spotify.com/track/1oHNvJVbFkexQc0BpQp7Y4
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,2011-01-01,262146,https://open.spotify.com/track/7mitXLIMCflkhZiD34uEQI
Habits (Stay High),Tove Lo,Queen Of The Clouds,2014-09-24,209160,https://open.spotify.com/track/18AJRdgUoO9EYn11N7xzaT
Pump It Up,Endor,Pump It Up,2019-09-13,150635,https://open.spotify.com/track/0GiwV6v3AgJfdu59tj719Y
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",THIS IS... ICONA POP,2013-08-27,157152,https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq
Pure Water (with Migos),"Mustard, Migos",Perfect Ten,2019-06-28,192470,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,2022-10-17,123890,https://open.spotify.com/track/4FyesJzVpA39hbYvcseO2d
Bad Girls,M.I.A.,Matangi,2013-01-01,227520,https://open.spotify.com/track/6nzXkCBOhb2mxctNihOqbb
Come Get Her,Rae Sremmurd,SremmLife,2015-01-06,212946,https://open.spotify.com/track/1Ser4X0TKttOvo8bgdytTP
FTCU,Nicki Minaj,Pink Friday 2,2023-12-08,172137,https://open.spotify.com/track/1a73gcEg6h6Re6hHXoVltJ
The Walls,Chase Atlantic,Chase Atlantic,2017-10-04,229840,https://open.spotify.com/track/5pXui9rkf5W90DgZobuDiK
Maria Maria (feat. The Product G&B),"Santana, The Product G&B",Supernatural (Remastered),1999-06-15,261973,https://open.spotify.com/track/3XKIUb7HzIF1Vu9usunMzc
Home - Vintage Culture Remix,"CamelPhat, RHODES, Vintage Culture",Home (Vintage Culture Remix),2024-02-23,213333,https://open.spotify.com/track/46mSti37NWTIg9XOFulqLH
Satisfaction,"David Guetta, Benny Benassi",Satisfaction,2022-08-12,155676,https://open.spotify.com/track/0lwyzp7GppQxv0Eu6wRkUo
S&M,Rihanna,Loud,2010-11-16,243533,https://open.spotify.com/track/0C4ejWmOTMv8vuYj85mf8m
BABYDOLL (Speed),Ari Abdul,BABYDOLL (Speed),2022-04-01,156650,https://open.spotify.com/track/5K3SJuYEkvvrLbzOjPyRi1
Morenita,"HUGEL, Cumbiafrica",Morenita,2021-06-25,176491,https://open.spotify.com/track/0pIiCv0GdhtsOjCJ5Y7zHj
Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,2019-10-11,168387,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
Peppers (feat. Tommy Genesis),"Lana Del Rey, Tommy Genesis",Did you know that there's a tunnel under Ocean Blvd,2023-03-24,248928,https://open.spotify.com/track/2Rlso2ZNV0PaWwUYeeBYxx
Tuesday (feat. Danelle Sandoval),"Burak Yeter, Danelle Sandoval",Tuesday (feat. Danelle Sandoval),2016-09-02,241874,https://open.spotify.com/track/7EVk9tRb6beJLTHrg6AkY9
"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future, James Blake","King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,229670,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
23,"Mike WiLL Made-It, Miley Cyrus, Wiz Khalifa, Juicy J",23,2013-01-01,252520,https://open.spotify.com/track/20FZrLl9zSbO9b3DhaqO6M
Everybody (feat. Lil Uzi Vert),"Nicki Minaj, Lil Uzi Vert",Pink Friday 2,2023-12-08,180869,https://open.spotify.com/track/5ZJGv7aGdIr9IGpxzSG18T
Hot,INNA,Hot,2010,217036,https://open.spotify.com/track/7F1lHcpnTycnimQrCxDFI5
I'll Do It,Heidi Montag,Superficial,2010-01-11,210346,https://open.spotify.com/track/3RpCFxfsccNPDTWd3ALMaB
Flooded The Face,Lil Uzi Vert,Pink Tape,2023-06-30,192727,https://open.spotify.com/track/4daEMLSZCgZ2Mt7gNm2SRa
Embers,"CamelPhat, Julia Church, Shimza",Spiritual Milk,2023-09-14,213629,https://open.spotify.com/track/67lyxsvzzzHKSKfh0rSSMo
Secrets,"Regard, RAYE",Secrets,2020-04-24,176766,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
Beautiful Liar,"Beyoncé, Shakira",B'Day Deluxe Edition,2007-04-03,199840,https://open.spotify.com/track/76Y07hjDi7fjJnZKsQbEaF
Bad Blood,"Taylor Swift, Kendrick Lamar",Bad Blood,2015-05-17,200106,https://open.spotify.com/track/6xsEAm6w9oMQYYg3jkEkMT
#thatPOWER,"will.i.am, Justin Bieber",#willpower (Deluxe),2013-01-01,279506,https://open.spotify.com/track/01TuObJVd7owWchVRuQbQw
Chun-Li,Nicki Minaj,Queen,2018-08-10,191600,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
Que Calor,"Major Lazer, J Balvin, El Alfa, Diplo",Music is the Weapon,2020-10-23,169997,https://open.spotify.com/track/2jozk0z8f2VISmr83Leyqh
Did It On’em,Nicki Minaj,Pink Friday,2010-01-01,212346,https://open.spotify.com/track/6Slt6WiWnriaqCb8xXb2ZT
Murder On The Dancefloor - David Guetta Remix,"Sophie Ellis-Bextor, David Guetta",Murder On The Dancefloor (David Guetta Remix),2024-03-08,174337,https://open.spotify.com/track/3g5KZyz7LmG7xsAe6c4O5b
Believe Me,Navos,Believe Me,2021-01-22,188260,https://open.spotify.com/track/44xO8889yUQHn70P73NILS
Ritual,"Tiësto, Jonas Blue, Rita Ora",Ritual,2019-05-31,198995,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
4AM IN MONACO,SADYOUTH,4AM IN MONACO,2024-06-05,205241,https://open.spotify.com/track/70G3QcxOvHc0wK1CIr3ZcU
Push Up - Original Mix,Creeds,Push Up (Original Mix),2022-12-21,240059,https://open.spotify.com/track/43OMUa5jouGCZEz9k9vooo
Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",One More Love,2010-11-22,210853,https://open.spotify.com/track/5xYC48nOppVemY6U5GRGTb
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],2009-01-01,289133,https://open.spotify.com/track/1JEsBoCgrdy4Xmu2E6aSj7
Miracle (with Ellie Goulding) - Mau P Remix,"Calvin Harris, Ellie Goulding, Mau P",Miracle (with Ellie Goulding) [Mau P Remix],2023-04-21,217734,https://open.spotify.com/track/3lsiqFV6SKhBgzQCpuM1JR
APESHIT,The Carters,EVERYTHING IS LOVE,2018-06-18,264853,https://open.spotify.com/track/62GXGpd73vslqIBHq8XqOx
Step On Up,Ariana Grande,Dangerous Woman,2016-05-20,180853,https://open.spotify.com/track/3K1y89UHuAEZbpiSPbtAae
Tell The Vision (feat. Kanye West & Pusha T),"Pop Smoke, Kanye West, Pusha T",Faith,2021-07-16,215000,https://open.spotify.com/track/2UwALqx6yOsXTFt7zRxnts
Beep Beep,Nicki Minaj,Pink Friday 2,2023-12-08,95421,https://open.spotify.com/track/5iHC401tsNlJRY46ECSYbo
Good Form (feat. Lil Wayne) - Remix,"Nicki Minaj, Lil Wayne",Queen (Deluxe),2018-11-29,237493,https://open.spotify.com/track/6supMAknraGpJrN5qqYfV8
Stay (Don't Go Away) [feat. Raye],"David Guetta, RAYE",Stay (Don't Go Away) [feat. Raye],2019-05-09,185942,https://open.spotify.com/track/4YhN72dRYL2Z3MsaKyT7rS
Smells Like Teen Spirit,Nirvana,Nevermind (Super Deluxe Edition),1991-09-26,301920,https://open.spotify.com/track/2Wtm3yc0paBifvBSjOhO3b
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,194087,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
Cemetery Date,Baby Jane,Cemetery Date,2024-10-11,160113,https://open.spotify.com/track/4i1ZuhtNXSQLhuqXlunge4
CREEP,NNancy,CREEP,2024-05-09,154605,https://open.spotify.com/track/26xFDR5iSVDAPwLBBAcoxK
Anaconda,Nicki Minaj,The Pinkprint (Tenth Anniversary Edition),2024-11-22,260239,https://open.spotify.com/track/0mI8oH0MvwAR7JvRnYZsZv
Let Me Love You - R3hab Remix,"DJ Snake, Justin Bieber, R3HAB",Let Me Love You (R3hab Remix),2017-02-10,175000,https://open.spotify.com/track/7mbbGuqfaIIFHImIwu45Xi
Dangerous Woman,Ariana Grande,Dangerous Woman,2016-05-20,235946,https://open.spotify.com/track/7l94dyN2hX9c6wWcZQuOGJ
FΛSHION,Britney Manson,FΛSHION,2023-08-11,146531,https://open.spotify.com/track/4YQgOgIElFtEvwJQ9ArWL7
Too Loud,Rony Rex,Too Loud,2024-09-25,166874,https://open.spotify.com/track/2UTEfc0K9HJKgvk8XGI5ih
Feel Good,"KOLIDESCOPES, 220 KID",Feel Good,2024-08-09,146204,https://open.spotify.com/track/59AOG6sCPWmXPZwvNJHWqc
"Alibi Pt. 2 (with Anitta, Pabllo Vittar & Yseult)","Sevdaliza, Anitta, Pabllo Vittar, Yseult","Alibi Pt. 2 (with Anitta, Pabllo Vittar & Yseult)",2024-09-02,176771,https://open.spotify.com/track/1oX1IJ6sHRiYpkwdbtfAiV
Meddle About,Chase Atlantic,Nostalgia,2015-02-21,203886,https://open.spotify.com/track/1x5gfSHfhWpMFKKqbuDe9G
Miss The Rage (feat. Playboi Carti),"Trippie Redd, Playboi Carti",Miss The Rage (feat. Playboi Carti),2021-05-07,236883,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
Animals,Martin Garrix,Animals,2013-07-01,304228,https://open.spotify.com/track/1TWfkGrhF7ob0nwB2M6knb
"Gonna Fly Now - Theme From ""Rocky""",Bill Conti,Rocky (Original Motion Picture Score),1976-10-14,167533,https://open.spotify.com/track/60kXdgdz1PRqbNQIAEU6s9
Hope - Pacha VIP Mix,"CamelPhat, Max Milner",Hope (Pacha VIP Mix),2024-11-29,245901,https://open.spotify.com/track/3sJ0Y9jNEL7XtV7ZMJhUhC
Run the World (Girls),Beyoncé,4,2011-06-24,236093,https://open.spotify.com/track/1uXbwHHfgsXcUKfSZw5ZJ0
PELIGROSA,FloyyMenor,EL COMIENZO,2024-08-09,134930,https://open.spotify.com/track/42wdz3j7gstgUuhoFLCXqd
Tic Tic,Ndotz,Tic Tic,2025-01-06,92344,https://open.spotify.com/track/09PlRgnqrxGgft0sn1b6Cq
HIGHER,Fraxy,HIGHER,2025-01-08,134125,https://open.spotify.com/track/7bzlFabE42gI3jTP5Wtc9u
