Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
Love Affair,Justina Valentine,Love Affair,2025-01-16,157894,https://open.spotify.com/track/3C07LVU7ohw5aMVhrODv7r
(You Drive Me) Crazy,Britney Spears,...Baby One More Time (Digital Deluxe Version),1999-01-12,198066,https://open.spotify.com/track/1DSJNBNhGZCigg9ll5VeZv
Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),2023-09-15,210688,https://open.spotify.com/track/17phhZDn6oGtzMe56NuWvj
Love You Like A Love Song,Selena Gomez & The Scene,When the Sun Goes Down (Deluxe Edition),2011-01-01,188066,https://open.spotify.com/track/3veFQzlEOTpcGGIbYPKdYq
People,Libianca,People,2022-12-06,184791,https://open.spotify.com/track/26b3oVLrRUaaybJulow9kz
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),2009-01-01,202066,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr
Nash,Flight,Nash,2025-01-01,138947,https://open.spotify.com/track/54eU55w4ANARHzLYNgJToi
Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),2011-10-24,221946,https://open.spotify.com/track/1nInOsHbtotAmEOQhtvnzP
Toxic,Britney Spears,In The Zone,2003-11-13,198800,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak
Fix You,Coldplay,X&Y,2005-06-07,295533,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
Grenade,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,222091,https://open.spotify.com/track/2tJulUYLDKOg9XrtVkMgcJ
Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,2016-02-05,208373,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK
Neon Hong Kong,"Riff Raff, Ku$h Drifter, YNG BNZO",Welcome To Shaolin,2025-01-17,182118,https://open.spotify.com/track/7r77HtzOYwh8e2diiRzVeT
Escapism.,"RAYE, 070 Shake",Escapism. / The Thrill Is Gone.,2022-10-12,272373,https://open.spotify.com/track/5Z2MiIZ5I3jJvvmeWMLbOQ
Hey Brother,Avicii,True,2013-09-13,255093,https://open.spotify.com/track/4RXpgGM7A4Hg7cFBoH5KyF
Believe,Mumford & Sons,Wilder Mind,2015-05-04,220866,https://open.spotify.com/track/30o4hMJ6OC9uv954GT6OZU
Where Is The Love?,Black Eyed Peas,Where Is The Love? (International Version),2003-01-01,273813,https://open.spotify.com/track/70ATI6K6i1TXfRfID7bcN0
Winner Soldier,Flight,Winner Soldier,2025-01-17,175542,https://open.spotify.com/track/35NrBSfMEycVJzhnmvEAq7
Still into You,Paramore,Paramore,2013-04-05,216013,https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d
Sunroof,"Nicky Youre, dazy",Sunroof,2021-12-03,163025,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
I Believe,Jonas Brothers,Happiness Begins,2019-06-07,217533,https://open.spotify.com/track/1vYh9x8UmFTLbXiizk9Qc5
Selfish,Justin Timberlake,Selfish,2024-01-25,229331,https://open.spotify.com/track/0QosomGFiJYOxj2ViZfqng
Waterproof,Steph G,Waterproof,2024-08-02,143148,https://open.spotify.com/track/4AbZNeq2ZvxTceGfTBvCJw
Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,2023-02-24,174253,https://open.spotify.com/track/7FbrGaHYVDmfr7KoLIZnQ7
Cruel Summer,Taylor Swift,Lover,2019-08-23,178426,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
Don't Cha,"The Pussycat Dolls, Busta Rhymes",PCD,2005-01-01,272080,https://open.spotify.com/track/2I8U4alHqlxAZN8Wpc9jf6
Hard Times,Paramore,After Laughter,2017-05-12,182693,https://open.spotify.com/track/0w5Bdu51Ka25Pf3hojsKHh
2024 Rap Up,Justina Valentine,2024 Rap Up,2024-12-30,435789,https://open.spotify.com/track/588OLAWwI3bLVV8oDXZbZ8
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-08-24,230733,https://open.spotify.com/track/3KoTtGEDiBwUWzdRQVh9lh
Get Lucky (feat. Pharrell Williams and Nile Rodgers),"Daft Punk, Pharrell Williams, Nile Rodgers",Random Access Memories,2013-05-20,369626,https://open.spotify.com/track/69kOkLUCkxIZYexIgSG8rq
Moonlight,Kali Uchis,Moonlight,2023-02-24,187557,https://open.spotify.com/track/2i2gDpKKWjvnRTOZRhaPh2
TiK ToK,Kesha,Animal,2010,199693,https://open.spotify.com/track/5OMwQFBcte0aWFJFqrr5oj
Remember,Stakz DeVito,Remember,2023-09-15,114186,https://open.spotify.com/track/7glyhDFYiTGRqdSqEW1QrY
Running Out Of Time,Paramore,This Is Why,2023-02-10,192440,https://open.spotify.com/track/5NRtdsFFlmyE8qDMgS08PE
Brave,Sara Bareilles,The Blessed Unrest,2013-07-16,220573,https://open.spotify.com/track/6Uy6K3KdmUdAfelUp0SeXn
Womanizer,Britney Spears,Circus (Deluxe Version),2008-12-02,224400,https://open.spotify.com/track/4fixebDZAVToLbUCuEloa2
Royals,Lorde,Pure Heroine,2013-01-01,190185,https://open.spotify.com/track/3yvZ1VUso9Xi7EvIyLaj4o
Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
BET DAT,Flight,BET DAT,2024-11-06,112000,https://open.spotify.com/track/5JCogXAhg0phRFvRcQMHyr
S&M,Rihanna,Loud,2010-11-16,243533,https://open.spotify.com/track/0C4ejWmOTMv8vuYj85mf8m
Rose-Colored Boy,Paramore,After Laughter,2017-05-12,212853,https://open.spotify.com/track/2RJfK2pOvGpnxC255YOy5k
Sugar,Maroon 5,V,2014-09-02,235493,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk
This Love (Taylor’s Version),Taylor Swift,1989 (Taylor's Version),2023-10-26,250100,https://open.spotify.com/track/5QVVjX0ZItqlVpEuVCM9Yg
We Made It,"YUNG XAVI, JUNO!",We Made It,2024-10-18,165333,https://open.spotify.com/track/2i8jxd3ShcCGazjmZ527Zh
Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",Cold Heart (PNAU Remix),2021-08-13,202735,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
Sorry,Justin Bieber,Purpose (Deluxe),2015-11-13,200786,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
Are You That Somebody?,Aaliyah,I Care 4 U,2002,265666,https://open.spotify.com/track/2TNaQWWTeTyig2wsr1BNaL
Poker Face,Lady Gaga,The Fame,2008-01-01,237200,https://open.spotify.com/track/4ngLDnC9X0ARJATJTXljdC
Let It Burn,"Stakz DeVito, Millyz",Let It Burn,2025-01-15,259265,https://open.spotify.com/track/7bKDrqHNpe2lb2hpcgE8jk
Set Fire to the Rain,Adele,21,2011-01-19,242973,https://open.spotify.com/track/5PKWUDfQFtc5qqo8cs1gQp
Pump It,Black Eyed Peas,Monkey Business,2005-01-01,213066,https://open.spotify.com/track/6btyEL6NwUa97Nex9cZFvo
Bad Liar,Imagine Dragons,Origins (Deluxe),2018-11-09,260773,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,2008-11-12,193213,https://open.spotify.com/track/5mMjkxGijQB4JZallYrkOW
Baddie Girl - Remix,"YUNG XAVI, Ayleks, Reynaldo M Munoz",Baddie Girl (Remix),2024-12-06,194139,https://open.spotify.com/track/2JLw715Pcu8DcQ6u53eQv3
Apple,Charli xcx,BRAT,2024-06-07,151739,https://open.spotify.com/track/19RybK6XDbAVpcdxSbZL1o
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),1999-01-12,211066,https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,2011-01-01,262173,https://open.spotify.com/track/0IkKz2J93C94Ei4BvDop7P
NIGHTOWL,babypakistan,NIGHTOWL,2024-12-24,157058,https://open.spotify.com/track/2CP0f8lZz9nPkIShtxeMda
Beautiful,Christina Aguilera,Christina Aguilera/Stripped,2006-08-28,238560,https://open.spotify.com/track/0Ri6sPso4CNTnHn7RroCt4
Please Please Please,Sabrina Carpenter,Short n' Sweet,2024-08-23,186170,https://open.spotify.com/track/1KE8CYkUEbVbCdEyO1nIfU
Roar,Katy Perry,PRISM (Deluxe),2013-10-18,223546,https://open.spotify.com/track/6F5c58TMEs1byxUstkzVeM
Big Girls Don't Cry (Personal),Fergie,Songs About Love (UMGI Version),2010-01-01,268533,https://open.spotify.com/track/7amhfTaV9f9u6gPRtD6kPT
Can't Stop,"melyn, Nyezo",Can't Stop,2025-01-09,202061,https://open.spotify.com/track/1EV7C91vq7ZimSVmxHC5dq
Run It!,"Chris Brown, Juelz Santana",Chris Brown,2005-11-29,229866,https://open.spotify.com/track/6SPD3JwwRejBhCDiQAQ4he
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,210373,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
All About That Bass,Meghan Trainor,Title (Deluxe),2015-01-09,187920,https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7
Dancing in the Moonlight,Toploader,Dancing In The Moonlight: The Best Of Toploader,2009-04-22,233373,https://open.spotify.com/track/1FHNctV68GUNLgXclG2DtR
BEAST,"RVDENT, Ku$h Drifter",BEAST,2025-01-03,71029,https://open.spotify.com/track/5qSz8EB4WuvkywPP2hSs6h
Bad Day,Daniel Powter,Daniel Powter,2005-02-22,233640,https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK
Feel It Still,Portugal. The Man,Woodstock,2017-06-16,163253,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
Cold Water (feat. Justin Bieber & MØ),"Major Lazer, Justin Bieber, MØ",Cold Water (feat. Justin Bieber & MØ),2016-07-22,185351,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
Daylight,David Kushner,Daylight,2023-04-14,212953,https://open.spotify.com/track/1odExI7RdWc4BT515LTAwj
It's Not The Same,"Ben Leuman, Kevin Kairouz, Desno",It's Not The Same,2024-12-12,128225,https://open.spotify.com/track/2naI53s4OF0JTnvbxIgTRr
Firework,Katy Perry,Teenage Dream,2010-08-24,227893,https://open.spotify.com/track/0kUMtZVaYb7EETkBdrEXXA
We Found Love,"Rihanna, Calvin Harris",Talk That Talk,2011-11-19,215226,https://open.spotify.com/track/0U10zFw4GlBacOy9VDGfGL
Galway Girl,Ed Sheeran,÷ (Deluxe),2017-03-03,170826,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
Beverly,Blaine,Beverly,2024-10-11,146341,https://open.spotify.com/track/1CRPin9AYnTUhyiSWZFi5a
Till the World Ends,Britney Spears,Femme Fatale (Deluxe Version),2011-03-28,237946,https://open.spotify.com/track/38iU2jg98IZZEIJPrP7aWD
Sk8er Boi,Avril Lavigne,Let Go,2002-08-26,204000,https://open.spotify.com/track/4omisSlTk6Dsq2iQD7MA07
Hey Ya!,Outkast,The Way You Move / Hey Ya!,2003,239240,https://open.spotify.com/track/3AszgPDZd9q0DpDFt4HFBy
Not Around,Staarz,Not Around,2024-11-14,199384,https://open.spotify.com/track/6zPyjg58haQl2wvQY7QLVI
That’s So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,166300,https://open.spotify.com/track/7ne4VBA60CxGM75vw0EYad
Heat Waves,Glass Animals,Dreamland,2020-08-07,238805,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp
Since U Been Gone,Kelly Clarkson,Breakaway,2004-01-17,188960,https://open.spotify.com/track/3xrn9i8zhNZsTtcoWgQEAd
Sunshine,"Gotex, Ana J",Sunshine,2024-10-10,191500,https://open.spotify.com/track/0EOmF3AMMjAJzi8iOf4ofJ
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),2013-10-04,231240,https://open.spotify.com/track/2y4lAQpi5VTNLu2ldeTdUH
Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),2012-01-01,219493,https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql
Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,2006-05-09,334666,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO
Paparazzi,Lady Gaga,The Fame,2008-01-01,208320,https://open.spotify.com/track/5BTpeKg0dwxGmyELhIpkj8
Hustlers Prayer III,Stakz DeVito,Hustlers Prayer III,2023-11-10,219026,https://open.spotify.com/track/5PwjsKC4ofb4sya18PlDZ5
Rude,MAGIC!,Don't Kill the Magic,2014-06-25,224840,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp
Radioactive,Imagine Dragons,Night Visions (Deluxe),2012-09-04,186813,https://open.spotify.com/track/58rFzMvW9kxNwMtGTgBQoP
"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,2024-06-21,157146,https://open.spotify.com/track/51rfRCiUSvxXlCSCfIztBy
One Dance,"Drake, Wizkid, Kyla",Views,2016-05-13,173986,https://open.spotify.com/track/12VWzyPDBCc8fqeWCAfNwR
This Gigantic Robot Kills - Worm Quartet Remix,"MC Lars, Suburban Legends, Worm Quartet",This Gigantic Robot Kills (Worm Quartet Remix),2024-12-13,171432,https://open.spotify.com/track/6pjFDepPyDfSZTtADf167I
Sexy And I Know It,LMFAO,Sorry For Party Rocking,2011-01-01,199493,https://open.spotify.com/track/7in46wlBseKBTcLi6lyhF9
She Will Be Loved,Maroon 5,Songs About Jane,2002-06-25,257133,https://open.spotify.com/track/5s5t0OFg9lIlBFaCI14K1i
Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,192120,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G
"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,218423,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu
What I Want,Lil Meta,What I Want,2024-12-06,133067,https://open.spotify.com/track/0msgL1LeLPzMG6lgXLA6hq
Teenage Dream,Katy Perry,Teenage Dream,2010-01-01,227741,https://open.spotify.com/track/5jzKL4BDMClWqRguW5qZvh
Hollaback Girl,Gwen Stefani,Love. Angel. Music. Baby.,2004-11-12,199853,https://open.spotify.com/track/0eqH0ALoDQevq59YcQ53KE
Whistle,Flo Rida,Wild Ones,2012-06-22,224653,https://open.spotify.com/track/3bC1ahPIYt1btJzSSEyyrF
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016-05-06,236001,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
Wavy Anthem,"YUNG XAVI, UnoTime",Wavy Anthem,2023-12-15,155090,https://open.spotify.com/track/5jufEOmtNfAl8GPrZSFhvR
Treat You Better,Shawn Mendes,Illuminate,2017-04-20,187973,https://open.spotify.com/track/3AFfyUXTfj12PgrOkZiiJo
Trapper of the Year,"Goldmouf Famgoon, Bigga Rankin, Trey Lawson",Trapper of the Year,2024-11-27,181315,https://open.spotify.com/track/2Odz4yeowFMgDHr04tK4vH
Crazy In Love (feat. JAY-Z),"Beyoncé, JAY-Z",Dangerously In Love,2003-06-24,236133,https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr
Slizzy Flow - Radio Edit,"LouGotCash, Cash Cobain, Bay Swag",Slizzy Flow,2024-11-20,156918,https://open.spotify.com/track/6d1P13C2BhwfpnxmsdxSFV
The One That Got Away,Katy Perry,Teenage Dream,2010-01-01,227333,https://open.spotify.com/track/6hkOqJ5mE093AQf2lbZnsG
Love Yourself,Justin Bieber,Purpose (Deluxe),2015-11-13,233720,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",Uptown Special,2015-01-12,269666,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
Kickin It (FIFA),NICK PROSPER,PROSPER,2024-12-13,142013,https://open.spotify.com/track/2QwhSvgXoZR2Wf0fW7ILwk
Pompeii,Bastille,All This Bad Blood,2013-01-01,214147,https://open.spotify.com/track/4Ub8UsjWuewQrPhuepfVpd
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,2015-08-28,213520,https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81
Blank Space,Taylor Swift,1989 (Deluxe),2014-01-01,231826,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,2011-01-01,244884,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,2012-11-18,224920,https://open.spotify.com/track/4esOae7i4rqTbAu9o5Pxco
LINK,"RVDENT, Ku$h Drifter",LINK,2024-11-22,101167,https://open.spotify.com/track/1VQivuDScakUWIZN5dECPG
Somewhere Only We Know,Keane,Hopes and Fears (Deluxe Edition),2009-01-01,237546,https://open.spotify.com/track/5LOaKdW9D2Gl9neAN94NbR
Timber,"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),2012,204160,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",I Had Some Help,2024-05-10,178205,https://open.spotify.com/track/7221xIgOnuakPdLqT0F3nP
Summer,Calvin Harris,Motion,2014-10-31,222533,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05
Die For You - Remix,"The Weeknd, Ariana Grande",Die For You (Remix),2023-02-24,232857,https://open.spotify.com/track/7oDd86yk8itslrA9HRP2ki
California Gurls,"Katy Perry, Snoop Dogg",Teenage Dream,2010-01-01,234653,https://open.spotify.com/track/6KOEK6SeCEZOQkLj5M1PxH
Strawberry Santa in Shaolin,Riff Raff,Welcome To Shaolin,2025-01-17,183428,https://open.spotify.com/track/2Z7Xk9bmPNyZITbiInNMHa
we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,228639,https://open.spotify.com/track/51ZQ1vr10ffzbwIjDCwqm4
Treasure,Bruno Mars,Unorthodox Jukebox,2012-12-07,178560,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7
Diamonds,Rihanna,Unapologetic (Edited Version),2012-12-10,225146,https://open.spotify.com/track/6tl8Ghkzp7e5xQuwI7AhEH
Raise Your Glass,P!nk,Raise Your Glass,2010-10-06,203333,https://open.spotify.com/track/12lZTPlXwUtrQuhEty6098
Remember me - Freestyle,Blaine,Remember me (Freestyle),2024-04-05,204000,https://open.spotify.com/track/0uCXvAAjZmyFtxOV9UEug6
Someone You Loved,Lewis Capaldi,Breach,2018-11-08,182160,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
New Rules,Dua Lipa,Dua Lipa (Deluxe),2017-06-02,209320,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
Heathens,Twenty One Pilots,Heathens,2016-06-16,195920,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,2017-04-07,247160,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
Tip Toe 3 - Ku$h BNZO Remix,"Riff Raff, YNG BNZO, Ku$h Drifter",Tip Toe 3 (Ku$h BNZO Remix),2025-01-10,132547,https://open.spotify.com/track/43dtPvwP8V7Ql4tlLZoy0e
Attention,Doja Cat,Attention,2023-06-16,277043,https://open.spotify.com/track/11xC6P3iKYpFThT6Ce1KdG
Misery Business,Paramore,Riot!,2007-06-11,211520,https://open.spotify.com/track/3l9CW99AHtExIRV4hW2N5m
You're Beautiful,James Blunt,Back to Bedlam,2005-08-08,209493,https://open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k
Stuck in Time,NICK PROSPER,PROSPER,2024-12-13,109928,https://open.spotify.com/track/1zZHAz2hqLzPdrLTyLbJk2
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,220734,https://open.spotify.com/track/47Slg6LuqLaX0VodpSCvPt
obsessed,Olivia Rodrigo,GUTS (spilled),2024-03-22,170541,https://open.spotify.com/track/6tNgRQ0K2NYZ0Rb9l9DzL8
Survivor,Destiny's Child,Survivor,2001-05-01,254040,https://open.spotify.com/track/5sN8MGWR2pu2Rn3oAOPYXt
London Bridge,Fergie,London Bridge,2006-01-01,208093,https://open.spotify.com/track/1GH5tpvz5g1ZGKNBPBWkTm
Shaq Attack,Riff Raff,Welcome To Shaolin,2025-01-17,115040,https://open.spotify.com/track/7ojGfsyLLNIhHoAla6hk76
SOS,Rihanna,A Girl Like Me,2006-04-10,238920,https://open.spotify.com/track/4S5b3wwIXpVNvY2jeIQdKu
golden hour,JVKE,this is what ____ feels like (Vol. 1-4),2022-09-23,209259,https://open.spotify.com/track/5odlY52u43F5BjByhxg7wg
Umbrella,"Rihanna, JAY-Z",Good Girl Gone Bad: Reloaded,2008-06-02,275986,https://open.spotify.com/track/1YiD079ne2nl9TEOrw43Gh
Domino,Jessie J,Who You Are (Platinum Edition),2011-01-01,231693,https://open.spotify.com/track/6MAdEUilV2p9RQUqE5bMAK
White Spike Lee,Riff Raff,Welcome To Shaolin,2025-01-17,171960,https://open.spotify.com/track/1zUpoWJYXhfC30k6zgmbcS
Cool for the Summer,Demi Lovato,Confident (Deluxe Edition),2015-10-16,214739,https://open.spotify.com/track/2zFF6jG5hQArbzcXz3KUWk
Baby,"Justin Bieber, Ludacris",My Worlds (International Version),2010-01-01,213973,https://open.spotify.com/track/2eJ8ij1T3cNUKiGdcUvKhy
Everytime We Touch - Radio Edit,Cascada,Original Me,2011-01-01,199120,https://open.spotify.com/track/74PyndGWYtfs86n60lAsYW
Love The Way You Lie,"Eminem, Rihanna",Recovery,2010-06-18,263373,https://open.spotify.com/track/15JINEqzVMv3SvJTAXAKED
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,No Strings Attached,2000-03-21,200400,https://open.spotify.com/track/62bOmKYxYg7dhrC6gH9vFn
Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,2010-05-11,189109,https://open.spotify.com/track/1ExfPZEiahqhLyajhybFeS
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,229477,https://open.spotify.com/track/1Iq8oo9XkmmvCQiGOfORiz
