Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
TiK ToK,Kesha,Animal (Expanded Edition),2010-01-01,199693,https://open.spotify.com/track/0HPD5WQqrq7wPWR7P7Dw1i
Talk Dirty,"PARTYSTARTER, Navagio",Talk Dirty,2024-02-29,128360,https://open.spotify.com/track/3Hdituo4BsPWC1cBOywFZ3
The Business,Tiësto,DRIVE,2023-04-21,164000,https://open.spotify.com/track/57uNXnf4ciHYP4HktbIbzC
10:35,"Tiësto, Tate McRae",10:35,2022-11-03,172252,https://open.spotify.com/track/6BePGk3eCan4FqaW2X8Qy3
Ocean Drive,"Deepierro, Amit Shauli",Ocean Drive,2024-11-08,142153,https://open.spotify.com/track/7yqeP6ilvihygJR36tY1nd
Lay Low,Tiësto,Lay Low,2023-01-06,153442,https://open.spotify.com/track/0zKbDrEXKpnExhGQRe9dxt
Never Let Me Go,"Mark Mendy, Able Faces, ALLKNIGHT",Never Let Me Go,2024-07-26,128225,https://open.spotify.com/track/0LjnyKbs7bSe5S3fTlpVzz
Cooler Than Me,Lucky Luke,Cooler Than Me,2019-05-17,179760,https://open.spotify.com/track/525GY0mXYnxajolwgS8Eaz
Low,"MITCH DB, Karlie Chui, Navagio",Low,2024-04-04,134072,https://open.spotify.com/track/1ILExGMggBrTS02RCzy66N
Wake Me Up In Paris,"Anthony Keyrouz, Paradigm",Wake Me Up In Paris,2020-10-02,136946,https://open.spotify.com/track/4dq7XLDmFHNwc1yqL339qT
Sexy And I Know It,"MITCH DB, Navagio",Sexy And I Know It,2023-05-25,170853,https://open.spotify.com/track/7pkTm38dEoB2ff1tDErRy0
#thatPOWER,"will.i.am, Justin Bieber",#willpower (Deluxe),2013-01-01,279506,https://open.spotify.com/track/01TuObJVd7owWchVRuQbQw
Party Rock Anthem,Felixx,Party Rock Anthem,2025-01-17,155538,https://open.spotify.com/track/4kTPMugolDNVxnLDGk5tV6
girl$,Dom Dolla,girl$,2024-06-07,209552,https://open.spotify.com/track/46N3FCKFABRjNoNBVq4osr
Think About It,"Ida Corr, 2HOT2PLAY",Think About It,2024-12-13,178362,https://open.spotify.com/track/1NyGisWiw1SxUXCaINfCx1
Miss You,"Oliver Tree, Robin Schulz",Miss You,2022-08-05,206000,https://open.spotify.com/track/73vIOb4Q7YN6HeJTbscRx5
Kids,"Felixx, Navagio",Kids,2024-12-06,120400,https://open.spotify.com/track/1mQxJicYPaZDzV4lHWqvSg
Tell Me Why,"Braaheim, Now O Later",Tell Me Why,2023-08-24,147723,https://open.spotify.com/track/4oLEmzER8PlqV4c4IlQn25
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),2023-03-10,186496,https://open.spotify.com/track/5eTaQYBE1yrActixMAeLcZ
Looking 4 Love,"De Hofnar, SØBER",Looking 4 Love,2025-01-24,142370,https://open.spotify.com/track/16PmdK3tuq8vlJrEXGJlqB
Summer,"MITCH DB, Felixx, ZIGGY",Summer,2025-01-03,132800,https://open.spotify.com/track/5nW3Sj9UAHvy7Hj3lf3QuK
Left Outside Alone,"Braaheim, ILYAA, EMMY",Left Outside Alone,2024-11-15,111339,https://open.spotify.com/track/1O4wclv1YmUw16vyhQQWn3
Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,"Durdenhauer, A$AP Rocky, Skepta",Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],2022-11-18,163515,https://open.spotify.com/track/7jQkiAaa4XYYsPH3rcfcWo
Rockstar,"MITCH DB, Aurelios, Mingue",Rockstar,2025-01-24,111483,https://open.spotify.com/track/6avaQEQxItKryNt2FMGUeQ
Sexy Chick,"MITCH DB, ATHYN, Garonzos",Sexy Chick,2024-10-30,132000,https://open.spotify.com/track/4OFFMqkbzwkTJUJGtBBZL1
I Was Made For Lovin' You,"Braaheim, ILYAA",I Was Made For Lovin' You,2025-01-03,179209,https://open.spotify.com/track/1OYKOmLoDZEm2FXQjb9rlB
Memories,"Felixx, Navagio",Memories,2024-10-25,131142,https://open.spotify.com/track/3DBMMpm0BbF3KLseErUMoI
Monster,"HYPER BOYZ, EMMY",Monster,2024-11-14,138000,https://open.spotify.com/track/3Ipu4f9HM54IPPPJxAYohv
Pedro,"Jaxomy, Agatino Romero, Raffaella Carrà",Pedro,2024-03-29,144846,https://open.spotify.com/track/48lxT5qJF0yYyf2z4wB4xW
Sway,"Tigerlily, Madism",Sway,2024-12-13,131555,https://open.spotify.com/track/4scrnNbPBVO2D5naN99wOX
I Kissed A Girl,"MITCH DB, Wrex, Navagio",I Kissed A Girl,2024-03-21,141445,https://open.spotify.com/track/7jYMmMoERkazQziPj9LAqS
Take It Off,"Braaheim, ILYAA, EMMY",Take It Off,2024-12-27,153915,https://open.spotify.com/track/0NH38IoS63gUtq7WqezI0D
Vois sur ton chemin - Techno Mix,BENNETT,Vois sur ton chemin (Techno Mix),2023-08-04,178156,https://open.spotify.com/track/31nfdEooLEq7dn3UMcIeB5
Salma Ya Salama,"Braaheim, ILYAA, ROBINS",Salma Ya Salama,2024-12-20,110888,https://open.spotify.com/track/58pte4tdoleZv3RZMGUEL9
Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),2023-12-01,140000,https://open.spotify.com/track/09CnYHiZ5jGT1wr1TXJ9Zt
Another Way,"Braaheim, Robbe, Danny Ores",Another Way,2024-11-29,145468,https://open.spotify.com/track/2HJ3rSQyPZXw7BPWHqU9Im
Push Up - Main Edit,Creeds,Push Up (Main Edit),2023-03-31,139300,https://open.spotify.com/track/3AjSfp5FDvwtMU9XBsbS8j
Bla Bla Bla,ILYAA,Bla Bla Bla,2024-11-29,118400,https://open.spotify.com/track/4d8rAz6gWPJ5Vq516k2kac
Just Dance - Techno,"Braaheim, ILYAA, URBANO",Just Dance (Techno),2024-11-22,136776,https://open.spotify.com/track/2UNR7Cgw4Iun2TPK5AD2mU
More,"Braaheim, ILYAA",More,2025-01-17,132459,https://open.spotify.com/track/7EiHLI7IIKrHBKn1oKIt5W
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen,2014-11-10,192560,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
Players,Coi Leray,Players,2022-11-30,139560,https://open.spotify.com/track/6UN73IYd0hZxLi8wFPMQij
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),2020-08-07,187541,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
FTCU,Nicki Minaj,Pink Friday 2,2023-12-08,172137,https://open.spotify.com/track/1a73gcEg6h6Re6hHXoVltJ
Area Codes,Kaliii,Area Codes,2023-03-17,139325,https://open.spotify.com/track/7sliFe6W30tPBPh6dvZsIH
So Pretty,Reyanna Maria,So Pretty,2021-01-20,85741,https://open.spotify.com/track/1yLTcitjbEJr7a4jyDB0Lz
Bundles (feat. Taylor Girlz),"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),2021-05-05,154805,https://open.spotify.com/track/3QqYZWQLn0evKMIRlGJeeR
Body,Megan Thee Stallion,Good News,2020-11-20,171067,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,2015-03-26,219305,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq
exes,Tate McRae,THINK LATER,2023-12-08,159400,https://open.spotify.com/track/4E63weMCaNZuGPEFMnuEi8
Bad Blood,"Taylor Swift, Kendrick Lamar",Bad Blood,2015-05-17,200106,https://open.spotify.com/track/6xsEAm6w9oMQYYg3jkEkMT
Come & Get It,Selena Gomez,Stars Dance (Bonus Track Version),2013-01-01,231986,https://open.spotify.com/track/6LoQHIo74tOzQ8EsLEkhgF
Cool for the Summer,Demi Lovato,Confident,2015-01-01,214739,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
Gimme More,Britney Spears,Blackout,2007-10-25,251240,https://open.spotify.com/track/6ic8OlLUNEATToEFU3xmaH
Do It Again,"Pia Mia, Chris Brown, Tyga",Do It Again,2015-05-04,207746,https://open.spotify.com/track/72Bz4ciRZPBcVSw0nrZDHi
Hung Up,Madonna,Confessions on a Dance Floor,2005-11-11,337733,https://open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH
Maneater,Nelly Furtado,Loose,2006-01-01,258893,https://open.spotify.com/track/4wH4dJgrsxONID6KS2tDQM
Look What You Made Me Do,Taylor Swift,reputation,2017-11-10,211853,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
I Knew You Were Trouble.,Taylor Swift,Red (Big Machine Radio Release Special),2012-10-22,219720,https://open.spotify.com/track/6FB3v4YcR57y4tXFcdxI1E
good 4 u,Olivia Rodrigo,SOUR,2021-05-21,178146,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
Rolling in the Deep,Adele,21,2011-01-24,228093,https://open.spotify.com/track/4OSBTYWVwsQhGLF9NHvIbR
abcdefu (angrier),GAYLE,abcdefu (angrier),2021-09-24,159836,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2
she's all i wanna be,Tate McRae,i used to think i could fly,2022-05-27,207120,https://open.spotify.com/track/7l9IqDtVWJurTvkQHq1BGh
What U Want,"Mark Mendy, Jordan Rys, LEØN",What U Want,2023-05-25,142608,https://open.spotify.com/track/63FAojGBzelKQtAGwPoDf4
Waiting For Love,Avicii,Stories,2015-10-02,230613,https://open.spotify.com/track/2P4OICZRVAQcYAV2JReRfj
Wake Me Up,Avicii,True,2013-01-01,247426,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
Like A Prayer,"Madism, Masove, Brendan Mills, Tess Burrstone",Like A Prayer,2021-07-23,183991,https://open.spotify.com/track/319J2YqAVDmQXpUJGCxDkv
Believe,"Masove, Jovieson, Tess Burrstone",Believe,2021-06-25,149077,https://open.spotify.com/track/4w4vhxcqJ6TVdUkL5WZC2J
Not Fair,"Niklas Dee, Old Jim, Enny-Mae",Not Fair,2023-06-02,163034,https://open.spotify.com/track/5rL9LobdwAwFch2J8CiosG
Acapulco,"HYPER BOYZ, Lawstylez, Art Directors",Acapulco,2024-11-29,120960,https://open.spotify.com/track/2rRMWHVLmFg1YmTnSJAm2s
Dancing In The Moonlight,"Tigerlily, Felixx",Dancing In The Moonlight,2024-11-22,131400,https://open.spotify.com/track/3JTRosAuKi5dFUNL0GNAdU
Wreck Me Up,"WhiteCapMusic, Felix Averian, Empyre One",Wreck Me Up,2025-01-10,129750,https://open.spotify.com/track/6QkldcYns65RyfvYEs1rkx
Summertime Sadness - Sped Up,"Lana Del Rey, Speed Radio",Summertime Sadness (Sped Up),2022-09-26,197353,https://open.spotify.com/track/78dtqFPt7cvYgS2zTXtZKV
Can't Get You Out Of My Head,"Poylow, Jared Mueller",Can't Get You Out Of My Head,2025-01-03,112593,https://open.spotify.com/track/5sSCXqkExk5UBHrUOyKyam
Like A G6,"Far East Movement, The Cataracs, DEV",Free Wired,2010-01-01,216893,https://open.spotify.com/track/5AyL2kgLtTWEu3qO3B9SqK
Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),2009-11-05,294573,https://open.spotify.com/track/0SiywuOBRcynK0uKGWdCnn
Ain't Your Mama,Jennifer Lopez,Ain't Your Mama,2016-04-07,218234,https://open.spotify.com/track/2hgzdQdnfWwtdpZbhZlV72
Twerk (feat. Cardi B),"City Girls, Cardi B",Girl Code,2018-11-16,166476,https://open.spotify.com/track/0RRm4OS5ymfZryXBuj0G2m
Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",7/27 (Deluxe),2016-05-27,214480,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
SOS,Rihanna,A Girl Like Me,2006-04-10,238920,https://open.spotify.com/track/30cSNer6TV8x2utjULVeQ5
Swalla,"MITCH DB, Navagio",Swalla,2023-06-15,151688,https://open.spotify.com/track/2gb95RFKmkENznqzuR976c
Jenny from the Block,"MITCH DB, Navagio",Jenny from the Block,2023-09-14,170553,https://open.spotify.com/track/4L9zD3CmoSEeWyYKGKajRF
Sexy Bitch (feat. Akon),"David Guetta, Akon",One More Love,2010-11-22,195853,https://open.spotify.com/track/127uq83uGFapbddqiMUKky
I Love It (& Lil Pump),"Kanye West, Lil Pump",I Love It,2018-09-07,127946,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,138411,https://open.spotify.com/track/4xhsWYTOGcal8zt0J161CU
The Real Slim Shady,Eminem,The Marshall Mathers LP,2000-05-23,284200,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
Best Friend (feat. Doja Cat),"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),2021-01-07,155883,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
I Like It,"Cardi B, Bad Bunny, J Balvin",Invasion of Privacy,2018-04-06,253390,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7 rings,Ariana Grande,"thank u, next",2019-02-08,178626,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
Side To Side,"Ariana Grande, Nicki Minaj",Dangerous Woman,2016-05-20,226160,https://open.spotify.com/track/1pKeFVVUOPjFsOABub0OaV
Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),2020-04-29,242000,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",2019-02-08,190440,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
Never Lose Me,Flo Milli,Never Lose Me,2023-11-30,125901,https://open.spotify.com/track/6uTPdRrEDeH8Fyg5L5qmeU
Good as Hell,Lizzo,Cuz I Love You (Super Deluxe),2019-04-17,159735,https://open.spotify.com/track/6KgBpzTuTRPebChN0VTyzV
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,238626,https://open.spotify.com/track/2VOomzT6VavJOGBeySqaMc
Just Dance,"Lady Gaga, Colby O'Donis",The Fame,2008-01-01,241933,https://open.spotify.com/track/1dzQoRqT5ucxXVaAhTcT0J
Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2012-01-01,210626,https://open.spotify.com/track/2EBCVPNAG46nbgs6jXPGvv
Where Have You Been,Rihanna,Talk That Talk,2011-11-18,242680,https://open.spotify.com/track/5WQQIDU3HRaMyPkob8mpFb
Hot N Cold,"MITCH DB, Wrex, Gulmee",Hot N Cold,2024-12-27,135000,https://open.spotify.com/track/1aaCRoyMFr6FL2RH4vtEGW
I Wanna Go,"Braaheim, Besomorph, Den BB",I Wanna Go,2024-09-19,167861,https://open.spotify.com/track/0EkO6IEUFlbfxLDoDVieOt
I Wanna Know,"Braaheim, MSPUIYI, Ken",I Wanna Know,2024-10-31,125147,https://open.spotify.com/track/6xDMwD0Kf9OWLmI8zO0g8f
Poker Face,Lady Gaga,The Fame,2008-01-01,237200,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg
Toxic Pony,"ALTÉGO, Britney Spears, Ginuwine",Toxic Pony,2022-01-21,198041,https://open.spotify.com/track/6QHXcb0eFwOKZOZ9bOFmxm
Sorry Not Sorry,Demi Lovato,Tell Me You Love Me,2017-09-29,203760,https://open.spotify.com/track/0yvPEnB032fojLfVluFjUv
Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",Sweet Talker (Deluxe Version),2014-10-10,199386,https://open.spotify.com/track/0puf9yIluy9W0vpMEUoAnN
Crazy In Love (feat. JAY-Z),"Beyoncé, JAY-Z",Dangerously In Love,2003-06-24,236133,https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr
Rude Boy,Rihanna,Rated R,2009-11-20,222920,https://open.spotify.com/track/60jzFy6Nn4M0iD1d94oteF
Buss It,Erica Banks,Erica Banks,2020-06-19,187000,https://open.spotify.com/track/25j0Sape7qZbq6ZPLFefTT
Do It,Chloe x Halle,Ungodly Hour,2020-06-03,176786,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3
Come Get Her,Rae Sremmurd,SremmLife,2015-01-06,212946,https://open.spotify.com/track/1Ser4X0TKttOvo8bgdytTP
Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,2022-05-06,243716,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ
DÁKITI,"Bad Bunny, JHAYCO",EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,205090,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
Easy Love,Sigala,Brighter Days,2018-09-28,229813,https://open.spotify.com/track/5s7xgzXtmY4gMjeSlgisjy
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-01-01,230733,https://open.spotify.com/track/3avYqdwHKEq8beXbeWCKqJ
Break Free,"Ariana Grande, Zedd",My Everything (Deluxe),2014-08-22,214840,https://open.spotify.com/track/12KUFSHFgT0XCoiSlvdQi4
Cool for the Summer - Sped Up (Nightcore),"Demi Lovato, Speed Radio",Cool for the Summer [Sped Up (Nightcore)],2022-04-01,191912,https://open.spotify.com/track/4FYWOYqOF9lbb1JcZFDT67
My Favourite Game,Odymel,My Favourite Game,2024-10-04,203015,https://open.spotify.com/track/1O28S9MYZONNh5PNG1bYeC
All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),2002,214440,https://open.spotify.com/track/4bJygwUKrRgq1stlNXcgMg
Black Widow,"Iggy Azalea, Rita Ora",The New Classic,2014-01-01,209423,https://open.spotify.com/track/71vsEyBd4X1D5BUmLdFSVH
Super Freaky Girl,Nicki Minaj,Queen Radio: Volume 1,2022-08-26,170977,https://open.spotify.com/track/2yjlYDiNiQkdxVqTlaSrlX
Up,Cardi B,Up,2021-02-05,156944,https://open.spotify.com/track/1XXimziG1uhM0eDNCZCrUl
Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",Worth It (feat. Kid Ink),2015-01-20,224573,https://open.spotify.com/track/3oWkBnpg6cYYwUka7kmomo
