Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",UTOPIA,2023-07-28,191700,https://open.spotify.com/track/42VsgItocQwOQC3XWZ8JNA
Mamushi (feat. Yuki Chiba),"Megan Thee Stallion, 千葉雄喜",MEGAN,2024-06-28,156988,https://open.spotify.com/track/5b3XJ1pjrHO5JtY2PcTjnI
Tia Tamera (feat. Rico Nasty),"Doja Cat, Rico Nasty",Amala (Deluxe Version),2019-03-01,211013,https://open.spotify.com/track/1uNePI826aqh9uC9pgbeHU
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],2023-06-23,109750,https://open.spotify.com/track/741UUVE2kuITl0c6zuqqbO
Woman,Doja Cat,Planet Her,2021-06-24,172626,https://open.spotify.com/track/2ds0pWAKDaq9yz3o6rexbk
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,2023-02-03,131013,https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv
"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",2019-02-08,190440,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
LUNCH,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,179586,https://open.spotify.com/track/629DixmZGHc7ILtEntuiWE
Agora Hills,Doja Cat,Scarlet,2023-09-22,265360,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8
get him back!,Olivia Rodrigo,GUTS,2023-09-08,211141,https://open.spotify.com/track/2gyxAWHebV7xPYVxqoi86f
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),2020-08-07,187541,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
That's My Girl,Fifth Harmony,7/27 (Deluxe),2016-05-27,204013,https://open.spotify.com/track/1jVraDYXy7n4IF2jjo2wM2
Dark Horse,"Katy Perry, Juicy J",PRISM (Deluxe),2013-10-18,215672,https://open.spotify.com/track/5jrdCoLpJSvHHorevXBATy
Hurts Like Hell (feat. Offset),"Madison Beer, Offset",Hurts Like Hell (feat. Offset),2018-11-09,207108,https://open.spotify.com/track/1thsMfc9Z8zztIx7Le3JQM
Made You Look,Meghan Trainor,Takin' It Back,2022-10-21,134256,https://open.spotify.com/track/0QHEIqNKsMoOY5urbzN48u
Kill Bill,SZA,SOS,2022-12-09,153946,https://open.spotify.com/track/3OHfY25tqY28d16oZczHc8
Primadonna,MARINA,Electra Heart (Deluxe),2012-04-27,221075,https://open.spotify.com/track/4sOX1nhpKwFWPvoMMExi3q
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",Future Nostalgia,2020-03-27,203064,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
Don't Let Me Down,"The Chainsmokers, Daya",Collage EP,2016-11-04,208666,https://open.spotify.com/track/0w75KG0DuLDi6tdHmEMovD
Cohete,"Shakira, Rauw Alejandro",Cohete,2024-03-21,172503,https://open.spotify.com/track/2P58XhyNkacK1LHSCk5O2t
Never Lose Me,Flo Milli,Never Lose Me,2023-11-30,125901,https://open.spotify.com/track/6uTPdRrEDeH8Fyg5L5qmeU
Paint The Town Red,Doja Cat,Paint The Town Red,2023-08-04,231750,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
SkeeYee,Sexyy Red,Hood Hottest Princess,2023-06-09,157125,https://open.spotify.com/track/7icwQvajsokotDfM3tefW6
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",Iconic EP,2012-10-16,157152,https://open.spotify.com/track/1Q8ys0130rNeEE162pmsQa
Big Energy,Latto,Big Energy,2021-09-24,173182,https://open.spotify.com/track/6Zu3aw7FfjAF9WA0fA81Oq
Still into You,Paramore,Paramore (Deluxe Edition),2013-04-09,216013,https://open.spotify.com/track/3SXXFIZel1VQQ4ENiqozxi
Cruel Summer,Taylor Swift,The Cruelest Summer,2023-10-19,178425,https://open.spotify.com/track/0NQOXTDg2p7hFYlFq6tZKW
Umbrella,"Rihanna, JAY-Z",Good Girl Gone Bad: Reloaded,2008-06-02,275986,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux
2 On (feat. ScHoolboy Q),"Tinashe, ScHoolboy Q",Academia 2024/2025 - Treino Animado,2024-09-26,226920,https://open.spotify.com/track/1ToZIX1v4oeQ432281EtvF
"thank u, next",Ariana Grande,"thank u, next",2019-02-08,207320,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",Between Us (Deluxe Version),2021-11-12,229720,https://open.spotify.com/track/743qQFNQFHILCyKQ24HnYT
Wicked,Future,EVOL,2016-04-13,173346,https://open.spotify.com/track/6BbINUfGabVyiNFJpQXn3x
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,194087,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
She Loves Control,Camila Cabello,Camila,2018-01-12,177160,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),2021-03-31,137875,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
Heat,Era Istrefi,Heat,2024-07-19,130483,https://open.spotify.com/track/0wZaYm3OFlRCq6ZgLhkshE
2 die 4 (feat. Charli XCX),"Addison Rae, Charli xcx",AR,2023-08-18,126105,https://open.spotify.com/track/7lvfYYQXH6fxP7JAiY1tjz
I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),2011-03-28,210266,https://open.spotify.com/track/5cCAZS9VhLGEDV4NCfieeg
In Ha Mood,Ice Spice,In Ha Mood,2023-01-06,129360,https://open.spotify.com/track/0yUaLqhsVsguBpoOPL4cO7
15 MINUTES,Madison Beer,15 MINUTES,2024-07-19,189192,https://open.spotify.com/track/2Dazu1HgFj1geJOfKKFOpf
How Deep Is Your Love,"Calvin Harris, Disciples",How Deep Is Your Love,2015-07-17,212640,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",FutureSex/LoveSounds,2006-09-12,242733,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR
Conceited,Flo Milli,Conceited,2022-06-17,146440,https://open.spotify.com/track/02nTpchENdZ4Nm8AfTmrFv
Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,138411,https://open.spotify.com/track/4xhsWYTOGcal8zt0J161CU
All In My Head (Flex) (feat. Fetty Wap),"Fifth Harmony, Fetty Wap",7/27 (Deluxe),2016-05-27,210573,https://open.spotify.com/track/5e41JKrN6lvdsgLAclQat9
On My Mama,Victoria Monét,On My Mama,2023-06-16,186678,https://open.spotify.com/track/1o8Z7GD1CeOaVBEyuzu4HO
I Like It,"Cardi B, Bad Bunny, J Balvin",Invasion of Privacy,2018-04-06,253390,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
We R Who We R,Kesha,Cannibal (Expanded Edition),2010-11-19,204760,https://open.spotify.com/track/3LUWWox8YYykohBbHUrrxd
Mount Everest,Labrinth,Imagination & the Misfit Kid,2019-11-22,157497,https://open.spotify.com/track/1ZdhOMWyFR8Iv9eylMGYg2
She Wolf,Shakira,She Wolf (Expanded Edition),2009-10-09,188866,https://open.spotify.com/track/4l9fZ75WzPZlAIkqJIWlo8
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),2013-10-04,231240,https://open.spotify.com/track/2y4lAQpi5VTNLu2ldeTdUH
What It Is - Solo Version,Doechii,What It Is (Solo Version),2023-06-08,189824,https://open.spotify.com/track/2X6YAcr6GT8BApWNMDy97a
7 rings,Ariana Grande,"thank u, next",2019-02-08,178626,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
Motivation,Normani,Motivation,2019-08-16,193837,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
Hot Girl (Bodies Bodies Bodies),Charli xcx,Hot Girl (Bodies Bodies Bodies),2022-07-27,157078,https://open.spotify.com/track/0FZUbqZ1x2G71vl027d8Ud
Femme Fatale (feat. Coi Leray & Kaliii),"G-Eazy, Coi Leray, Kaliii",Femme Fatale (feat. Coi Leray & Kaliii),2024-04-04,190104,https://open.spotify.com/track/3kFRPjcHAlQrfHytP6kR61
Chulo pt.2,"Bad Gyal, Tokischa, Young Miko",Chulo pt.2,2023-06-22,219333,https://open.spotify.com/track/0J9g1MMJDhyvOb3NWckHMm
Diva,Beyoncé,I AM...SASHA FIERCE,2008-11-14,200613,https://open.spotify.com/track/5Ssv6DaKrW0HczVqx6zXdl
Toxic,Britney Spears,Greatest Hits: My Prerogative,2007-12-18,198813,https://open.spotify.com/track/717TY4sfgKQm4kFbYQIzgo
Only Girl (In The World),Rihanna,Loud,2010-11-16,235493,https://open.spotify.com/track/1VDXQhu7YGdbM6UeEIfsaX
Make You Mine,Madison Beer,Make You Mine,2024-02-09,221709,https://open.spotify.com/track/48vIfHaK7by6x0T6ucpODL
Tomboy,Destiny Rogers,Tomboy,2019-02-28,203445,https://open.spotify.com/track/5Ti3fqGTfjUsSdylFNy0Ng
Summer Love,Justin Timberlake,Throwback Summer Pop,2023-04-14,252973,https://open.spotify.com/track/65KmlCjVTjqVy1BTZIqg5c
TiK ToK,Kesha,TiK-Tok - Remixes,2009-08-07,200186,https://open.spotify.com/track/5PSba04SiAEUe3q6PyaTpQ
I LUV IT (feat. Playboi Carti),"Camila Cabello, Playboi Carti",I LUV IT (feat. Playboi Carti),2024-03-27,174880,https://open.spotify.com/track/2H2ytI7ompfNmRkI2sq8Uk
Ain't Shit,Doja Cat,Planet Her,2021-06-25,174253,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
brutal,Olivia Rodrigo,SOUR,2021-05-21,143746,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
Sunday Service,Latto,Sunday Service,2024-02-14,166581,https://open.spotify.com/track/4mUlaHKx12PucR1PaInpik
"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,214945,https://open.spotify.com/track/4nrPB8O7Y7wsOCJdgXkthe
I Want You To Know,"Zedd, Selena Gomez",True Colors,2015-05-15,240000,https://open.spotify.com/track/1JDIArrcepzWDTAWXdGYmP
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",Confessions (Expanded Edition),2004-03-23,250373,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX
Like a Boy,Ciara,The Evolution,2006,237053,https://open.spotify.com/track/358bOvBiZCS9fRzNYosw6c
In The Party,Flo Milli,In The Party,2019-10-28,137361,https://open.spotify.com/track/2JF8KwK1hH7MWxKcFdTlcg
Prisoner (feat. Dua Lipa),"Miley Cyrus, Dua Lipa",Plastic Hearts,2020-11-27,169333,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
Doctor (Work It Out) [feat. Miley Cyrus],"Pharrell Williams, Miley Cyrus",Doctor (Work It Out) [feat. Miley Cyrus],2024-03-01,182221,https://open.spotify.com/track/4f9wNNZET9wH7eMBgONd3d
DON'T,Ari Abdul,DON'T,2024-05-10,129705,https://open.spotify.com/track/09KcJTiSWfibriFPchj0Jt
J CHRIST,Lil Nas X,J CHRIST,2024-01-12,153766,https://open.spotify.com/track/17CWWoszMuoGecCJzmOubE
NO MIENTEN,Becky G,NO MIENTEN,2022-04-20,147395,https://open.spotify.com/track/3zUtuSPwyqKElkqfnJj3X2
Sorry,Justin Bieber,Nacido para jugar,2023-12-01,200786,https://open.spotify.com/track/00ikRnfV36fFD6b01N4R43
Blow,Kesha,Cannibal (Expanded Edition),2010-11-19,219973,https://open.spotify.com/track/3pYDZTJM2tVBUhIRifWVzI
Makeba,Jain,Zanaka (Deluxe),2016-11-25,248986,https://open.spotify.com/track/4TNFLwe6DhtR3Wn1JKMqMJ
Callaita,"Bad Bunny, Tainy",Un Verano Sin Ti,2022-05-06,250533,https://open.spotify.com/track/71wFwRo8xGc4lrcyKwsvba
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,2000-05-16,211160,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ
NO,Meghan Trainor,Thank You (Deluxe Version),2017-05-12,213506,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc
Hit 'Em Up Style (Oops!),Blu Cantrell,So Blu,2001-01-18,250706,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",7/27 (Deluxe),2016-05-27,214480,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
Swish Swish,"Katy Perry, Nicki Minaj",Witness (Deluxe),2017-06-09,242520,https://open.spotify.com/track/3OtMnyUaiipcAT23A8liyi
Do It,Chloe x Halle,Do It,2020-05-14,176786,https://open.spotify.com/track/1bRjwdtScY2eMe9uMmsOkG
Angel Of My Dreams,JADE,Angel Of My Dreams,2024-07-19,197639,https://open.spotify.com/track/46cW6zufU9Woo11TLs2i6X
Beggin' On Your Knees (feat. Victoria Justice),"Victorious Cast, Victoria Justice",Beggin' On Your Knees (feat. Victoria Justice),2011-04-01,194080,https://open.spotify.com/track/5A4OiB8vQcBIGe2GIMW8LF
the boy is mine,Ariana Grande,eternal sunshine,2024-03-08,173639,https://open.spotify.com/track/0Lmbke3KNVFXtoH2mMSHCw
Paint The Town Red,Doja Cat,Paint The Town Red,2023-08-04,231750,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
Wild Side (feat. Cardi B),"Normani, Cardi B",Wild Side (feat. Cardi B),2021-07-22,209476,https://open.spotify.com/track/2vXgyN14LX2zl7JEASw242
Low,SZA,SOS,2022-12-09,181080,https://open.spotify.com/track/2GAhgAjOhEmItWLfgisyOn
greedy,Tate McRae,greedy,2023-09-15,131872,https://open.spotify.com/track/3rUGC1vUpkDG9CZFHMur1t
Good In Goodbye,Madison Beer,Good In Goodbye,2020-01-31,141949,https://open.spotify.com/track/1GVF9369j7InydwGztCDIZ
HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,184841,https://open.spotify.com/track/3j6CeoBBlm40Msn1JE1SPD
Wild Thoughts (feat. Rihanna & Bryson Tiller),"DJ Khaled, Rihanna, Bryson Tiller",Grateful,2017-06-22,204664,https://open.spotify.com/track/45XhKYRRkyeqoW3teSOkCM
H&M,Latto,Sugar Honey Iced Tea,2024-08-09,146893,https://open.spotify.com/track/1KhUaRnlArqC9MxvUfk8Tb
Smile (feat. Carolina Liar),"Martin Garrix, Carolina Liar",Smile (feat. Carolina Liar),2024-07-19,192963,https://open.spotify.com/track/73SGUxXPloaU5CfeKkJf5D
Formation,Beyoncé,Lemonade,2016-04-23,206080,https://open.spotify.com/track/6g0Orsxv6glTJCt4cHsRsQ
Gimme More,Britney Spears,Blackout,2007-10-25,251240,https://open.spotify.com/track/6ic8OlLUNEATToEFU3xmaH
INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),2021-07-23,212000,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,2011-01-01,210626,https://open.spotify.com/track/1oHNvJVbFkexQc0BpQp7Y4
n.h.i.e.,"21 Savage, Doja Cat",n.h.i.e.,2024-01-10,143718,https://open.spotify.com/track/0ZGQ5v2JDBTrFpHv3pLWhp
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"Jennifer Lopez, Jadakiss, Styles P",This Is Me...Then,2002-11-19,187840,https://open.spotify.com/track/4ZOyH6KjomjlqCz3oFqglr
I Don't Fuck With You,"Big Sean, E-40",Dark Sky Paradise,2015-02-23,284386,https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA
Houdini,Dua Lipa,Radical Optimism,2024-05-03,185917,https://open.spotify.com/track/6D8y7Bck8h11byRY88Pt2z
Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),2009-11-05,294573,https://open.spotify.com/track/0SiywuOBRcynK0uKGWdCnn
After Hours,Kehlani,After Hours,2024-04-04,202414,https://open.spotify.com/track/2x03XLsTZ0o86h0cfHrkKF
Girlfriend,Avril Lavigne,The Best Damn Thing (Expanded Edition),2007-04-17,216600,https://open.spotify.com/track/45hOioMDJktr86iKDHC8gr
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01,289133,https://open.spotify.com/track/2H1047e0oMSj10dgp7p2VG
Like That (feat. Gucci Mane),"Doja Cat, Gucci Mane",Hot Pink,2019-11-07,163173,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s
Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",Nothing but the Beat 2.0,2011-08-24,199680,https://open.spotify.com/track/6JOlNkT0QdHeZB0wPbI9IR
Higher Love,"Kygo, Whitney Houston",Higher Love,2019-06-28,228267,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
Touch,Little Mix,Glory Days (Expanded Edition),2016-11-18,213306,https://open.spotify.com/track/1gG5MoWK5SmHUcQPa2jxdP
BO$$,Fifth Harmony,Reflection (Deluxe),2015-01-30,171413,https://open.spotify.com/track/1COvXs6jaykXC73h9OSBVM
Baby,Madison Beer,Baby,2020-08-21,207734,https://open.spotify.com/track/7LjEQ8GsQiUNVakV6TZI0e
Till the World Ends,Britney Spears,Femme Fatale (Deluxe Version),2011-03-28,237946,https://open.spotify.com/track/38iU2jg98IZZEIJPrP7aWD
NEL,Fuerza Regida,PERO NO TE ENAMORES,2024-07-25,149073,https://open.spotify.com/track/5AH31dDNgxCMGDdxubNNn4
hot girl bummer,blackbear,everything means nothing,2020-08-21,188343,https://open.spotify.com/track/6jRq8gaZhMUyy5RclRPcAf
The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav",The Weekend (Funk Wav Remix),2017-12-15,171805,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
