Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
One More Time,Daft Punk,Discovery,2001-03-12,320357,https://open.spotify.com/track/0DiWol3AO6WpXZgp0goxAV
Aerodynamic,Daft Punk,Discovery,2001-03-12,212546,https://open.spotify.com/track/3H3cOQ6LBLSvmcaV7QkZEu
Digital Love,Daft Punk,Discovery,2001-03-12,301373,https://open.spotify.com/track/2VEZx7NWsZ1D0eJ4uv5Fym
"Harder, Better, Faster, Stronger",Daft Punk,Discovery,2001-03-12,226413,https://open.spotify.com/track/5W3cjX2J3tjhG8zb6u0qHn
Crescendolls,Daft Punk,Discovery,2001-03-12,211640,https://open.spotify.com/track/6vuPZX9fWESg5js2JFTQRJ
Nightvision,Daft Punk,Discovery,2001-03-12,104466,https://open.spotify.com/track/63JXZZRbmzooashakb0zbu
Superheroes,Daft Punk,Discovery,2001-03-12,237800,https://open.spotify.com/track/186hvCTyrni4KT9nwIQ7zS
High Life,Daft Punk,Discovery,2001-03-12,201800,https://open.spotify.com/track/098ttCNmncrO4YvqWUNMvn
Something About Us,Daft Punk,Discovery,2001-03-12,232666,https://open.spotify.com/track/1NeLwFETswx8Fzxl2AFl91
Voyager,Daft Punk,Discovery,2001-03-12,227866,https://open.spotify.com/track/7cMFjxhbXBpOlais7KMF3j
Veridis Quo,Daft Punk,Discovery,2001-03-12,345186,https://open.spotify.com/track/2LD2gT7gwAurzdQDQtILds
Short Circuit,Daft Punk,Discovery,2001-03-12,206866,https://open.spotify.com/track/4npMbTuxrUA3Wd7edACZ2L
Face to Face,Daft Punk,Discovery,2001-03-12,240173,https://open.spotify.com/track/7v9Q0dAb9t7h8gJOkcJHay
Too Long,Daft Punk,Discovery,2001-03-12,600293,https://open.spotify.com/track/3zMvotMEQK3xvH01vA9wAP
Aerodynamic - Daft Punk Remix,Daft Punk,Daft Club,2003-12-01,370986,https://open.spotify.com/track/37YWwmlRl1GonSwjRuOiEq
