Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
I'm Going Home,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack),2014-11-18,348552,https://open.spotify.com/track/7LPfPE3FLbhz1joTy0XECc
Day One (Interstellar Theme),Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],2014-11-18,199422,https://open.spotify.com/track/4WmB04GBqS4xPMYN9dHgBw
Star Shopping,Megami,Star Shopping,2022-07-21,66100,https://open.spotify.com/track/1wC8UfJ1h2AO4l3M5jNile
Lost With You,Patrick Watson,Lost With You,2020-10-30,175644,https://open.spotify.com/track/4ZJXI6GhniCI0kSuin51lF
The Imitation Game,"Alexandre Desplat, London Symphony Orchestra",The Imitation Game (Original Motion Picture Soundtrack),2014-11-07,157026,https://open.spotify.com/track/0o9ivTBX7mjTnaUYF4Gk6t
StarWaves,"M83, Anthony Gonzalez, Joseph Trapanese",Oblivion - Original Motion Picture Soundtrack,2013-04-08,221021,https://open.spotify.com/track/6qO6qwKZ5v2X23rPdwtMVv
In This Shirt,The Irrepressibles,Mirror Mirror,2010-10-01,335146,https://open.spotify.com/track/14QX1ckbDIhqetvu5VZ3cP
Rosyln,"Bon Iver, St. Vincent",The Twilight Saga: New Moon (Original Motion Picture Soundtrack),2009-10-16,289560,https://open.spotify.com/track/4k7x3QKrc3h3U0Viqk0uop
Reaching the Peak (pour Daphne),Stephen Emmer,Mt. Mundane,2024-10-11,209684,https://open.spotify.com/track/2GyEwde3kXQF8aOfF76jZy
Only,RY X,Dawn,2016-05-06,268455,https://open.spotify.com/track/1hrar0wbUsvgSUpUXR5Wq0
Take Me Away,Austin Farwell,Take Me Away,2020-12-29,96663,https://open.spotify.com/track/4DuqewHH7zlFgJvJ3kO7sd
Cornfield Chase - Piano Version,"Hans Zimmer, Javi Lobe",Cornfield Chase,2020-06-05,207000,https://open.spotify.com/track/615JiPjSiueBgp9HjXgCZ2
Toys on Dancefloor,Alpha Zayren,Toys on Dancefloor,2024-12-23,213333,https://open.spotify.com/track/3HoMZEeg0jkGZxStNzU7nP
Space Song,Beach House,Depression Cherry,2015-08-28,320466,https://open.spotify.com/track/1ujxjsoNvh4XgS2fUNwkZ2
Teldrassil - Slowed Down,dj dun3cat,Teldrassil,2025-01-01,360000,https://open.spotify.com/track/0X3UZ5Oy2px8p1aoQ2SHPk
Blue Mountain - Instrumental Version,Nathan Roche-Whelan,Blue Mountain,2024-11-20,244210,https://open.spotify.com/track/5L3DEk7yXgwaeZlz3HxsyS
Distractions,Fabrizio Paterlini,Transitions II,2020-03-27,75775,https://open.spotify.com/track/4Ks0OfgQpb58nHvQrcaiPi
night,PrezzyBeatz,night,2025-01-15,69000,https://open.spotify.com/track/0s1CX6upwKcM8VaQ4je37w
E-motion,Mario Strack,The Songs 2,2005-12-07,313653,https://open.spotify.com/track/1P1RnHDyqunIih5pStJBx6
Drifting Away,Austin Farwell,Drifting Away,2022-07-26,165365,https://open.spotify.com/track/2eNGGlykvjQyStOU7DBHvE
"Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2)","Ludwig van Beethoven, Luke Woodapple",Peaceful Moments (One Hour of Relaxing Instrumentals),2017-08-04,294883,https://open.spotify.com/track/7xfSCgVOkQJhVxnqzepATH
Release the Demons,The Dream Channel,The Dream Channel,2025-01-02,314489,https://open.spotify.com/track/3HXDg0gCnOeL0E2hV8nTCZ
Let It Ride,The Ninjaneer,Let It Ride,2024-10-07,170823,https://open.spotify.com/track/6iejvNhp8a0aFGRvYNi9aq
"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156 by F. Christl)","Antonio Vivaldi, Florian Christl","Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156 by F. Christl)",2018-10-26,112352,https://open.spotify.com/track/3Dgmyz32dxvtxvUTPS0CUI
Aesthetics,Mario Strack,The Songs,2000,239240,https://open.spotify.com/track/6G65JFA4JpNo8i258luA9K
Behind Every Decision,Yehezkel Raz,"Preludes, Book 2 - Torrents",2019-12-10,105940,https://open.spotify.com/track/2kbruQXVXFmxxm4l75zuwy
Perp Strut,A Thousand Thrills,A Thousand Thrills,2025-01-10,129750,https://open.spotify.com/track/3bI2SrMkElNeo8UAnlM1qr
Flowing,Borrtex,Reflections,2019-12-15,111633,https://open.spotify.com/track/1AaLnnQZRtfv58NQn7bLTe
Here I Am,"Mark Howard, Maddy May",Passing Strangers,2022-06-23,214742,https://open.spotify.com/track/3SshHi7mNrK7Kggs2ewGUq
Dreamscape,Austin Farwell,Dreamscape,2021-01-17,114426,https://open.spotify.com/track/7CcNtj0n4GiioFasxa9Nfc
Waltz,Fabrizio Paterlini,Transitions III,2020-06-05,64788,https://open.spotify.com/track/73fZnvwSUlWwt9LLRkknzs
Ode to Vivian,Patrick Watson,Better in the Shade,2022-04-22,89601,https://open.spotify.com/track/5fqYqPWlfQhIkcUY3XAJlm
Dismantle,Peter Sandberg,Dismantle,2016-06-17,115578,https://open.spotify.com/track/7gbSDq9luQx6yVl7HyJGIW
golden hour,JVKE,this is what falling in love feels like (554Hz),2022-10-03,209259,https://open.spotify.com/track/4yNk9iz9WVJikRFle3XEvn
Oceans Apart,Ben Crosland,The Turn,2020-06-19,78413,https://open.spotify.com/track/1yqM5O07lL7R6UAdK5jvrR
Organ Variation,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],2014-11-18,291805,https://open.spotify.com/track/6dkJvNZ7DJWzTFXv3KHmoT
Daylight,David Kushner,Daylight,2023-04-14,212953,https://open.spotify.com/track/1odExI7RdWc4BT515LTAwj
September - Instrumental,Sparky Deathcap,September,2009,189680,https://open.spotify.com/track/6pj9JkwBA6VzYdLXvaJkPh
October,Antent,October,2022-10-28,131841,https://open.spotify.com/track/4krUy4CsXovQlS8iHiwHMX
November,TWO LANES,Reflections (Piano Versions),2021-09-20,133511,https://open.spotify.com/track/3KCdPofZGWwHSXd8g3g9HJ
Mystery of Love,Sufjan Stevens,Mystery of Love,2017-12-01,248960,https://open.spotify.com/track/5GbVzc6Ex5LYlLJqzRQhuy
Fire,Fabrizio Paterlini,Transitions,2019-11-22,82261,https://open.spotify.com/track/5mNxeXWzSicgZ1nCtF1B02
Anchor,Novo Amor,Bathing Beach,2017-05-26,257533,https://open.spotify.com/track/7qH9Z4dJEN0l9bidizW7fq
