Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
MELTDOWN (feat. Drake),"Travis Scott, Drake",UTOPIA,2023-07-28,246133,https://open.spotify.com/track/67nepsnrcZkowTxMWigSbb
TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",UTOPIA,2023-07-28,353754,https://open.spotify.com/track/1i9lZvlaDdWDPyXEE95aiq
Run This Town,"JAY-Z, Rihanna, Kanye West",The Blueprint 3,2009-09-08,267520,https://open.spotify.com/track/7LR85XLWw2yXqKBSI5brbG
I Love Rock 'N Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),1981-11-18,175173,https://open.spotify.com/track/2Cdvbe2G4hZsnhNMKyGrie
That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",Slime Language 2,2021-04-16,226400,https://open.spotify.com/track/6rUmUJ2drFemHTH73bFAKQ
WHATCHU KNO ABOUT ME (with Sexyy Red),"GloRilla, Sexyy Red",WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-10,149461,https://open.spotify.com/track/4VI2Y5xg4gYynQqNQNQbTN
Big Dawgs,"Hanumankind, Kalmi",Big Dawgs,2024-07-09,190666,https://open.spotify.com/track/0OA00aPt3BV10qeMIs3meW
one of wun,Gunna,One of Wun,2024-05-10,144000,https://open.spotify.com/track/4Na2HfNSr58chvfX69fy36
Messy,Lola Young,Messy,2024-05-30,284068,https://open.spotify.com/track/3SKH53SPQbEnZR4cJPVaz2
Gang Baby,NLE Choppa,SLUT SZN,2024-09-27,138180,https://open.spotify.com/track/76Ku9OBFK1NjMylR8r4WLK
Headlines,Drake,Take Care (Deluxe),2011-11-15,235986,https://open.spotify.com/track/6LxSe8YmdPxy095Ux6znaQ
Party Monster,The Weeknd,Starboy,2016-11-25,249213,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
Solo,Future,HNDRXX,2017-07-27,265996,https://open.spotify.com/track/4lH6nENd1y81jp7Yt9lTBX
Tweaker,G3 GELO,Tweaker,2025-01-03,189473,https://open.spotify.com/track/5nk6BxN9bM5rLNkA3pMOzn
"Dum, Dumb, and Dumber (with Young Thug & Future)","Lil Baby, Young Thug, Future",WHAM (Extended Version),2025-01-10,227400,https://open.spotify.com/track/4IKvw1OdeTJIN3g4zWE38f
Law (feat. E-40),"Yo Gotti, E-40",The Art of Hustle (Deluxe),2016-02-19,257266,https://open.spotify.com/track/7mhk9WyqZZzvTTCQKfh2iV
