Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)","Elevation Worship, Brandon Lake, Chris Brown, Chandler Moore",CAN YOU IMAGINE?,2023-05-19,304535,https://open.spotify.com/track/7Ee6XgP8EHKDhTMYLIndu9
Work Song,Hozier,Hozier (Expanded Edition),2014-09-19,229720,https://open.spotify.com/track/5TgEJ62DOzBpGxZ7WRsrqb
Diamonds,Rihanna,Unapologetic (Edited Version),2012-01-01,225146,https://open.spotify.com/track/1z9kQ14XBSN0r2v6fx4IdG
Move,Luke Bryan,Kill The Lights (Deluxe),2015-08-07,227413,https://open.spotify.com/track/6qoH2pKeEibNUG1pnJIjmZ
"I See the Light - From ""Tangled"" / Soundtrack Version","Mandy Moore, Zachary Levi",Tangled,2010-01-01,224240,https://open.spotify.com/track/6klpXs2uAjagnZMFkt4qkl
Livin' On A Prayer,Bon Jovi,Slippery When Wet,1986-08-16,249293,https://open.spotify.com/track/37ZJ0p5Jm13JPevGcx4SkF
Don't Stop Believin',Journey,Escape (Bonus Track Version),1981,250986,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),1984-11-05,216053,https://open.spotify.com/track/0GONea6G2XdnHWjNZd6zt3
You Give Love A Bad Name,Bon Jovi,Slippery When Wet,1986-08-16,222706,https://open.spotify.com/track/0rmGAIH9LNJewFw7nKzZnc
Here's to Never Growing Up,Avril Lavigne,Avril Lavigne (Expanded Edition),2013-11-01,214320,https://open.spotify.com/track/0qwcGscxUHGZTgq0zcaqk1
Trebles Finals: Bright Lights Bigger City/Magic,The Treblemakers,Ultimate Pitch Perfect (Original Motion Picture Soundtrack),2015-02-10,154146,https://open.spotify.com/track/2mgPmzcrz3sBCR7AvCr6mE
"(I've Had) The Time Of My Life - From ""Dirty Dancing"" Soundtrack","Bill Medley, Jennifer Warnes",Dirty Dancing (Original Motion Picture Soundtrack),1987-09-24,290333,https://open.spotify.com/track/6W7ztLBiRzBN46ZaPAcQ0F
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,Dirty Dancing (Original Motion Picture Soundtrack),1987-09-24,248426,https://open.spotify.com/track/7eafuv44YprITfOdzfVLoU
Be My Baby,The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,1964-11-01,160906,https://open.spotify.com/track/1WN4uNclrDuczTO3bCr8s1
"She's Like the Wind (feat. Wendy Fraser) - From ""Dirty Dancing"" Soundtrack","Patrick Swayze, Wendy Fraser",Dirty Dancing (Original Motion Picture Soundtrack),1987-09-24,232906,https://open.spotify.com/track/7BdXRaSlGAzhySfuW3y8h5
You'll Be In My Heart,Phil Collins,Tarzan (Original Motion Picture Soundtrack),1999-05-18,256733,https://open.spotify.com/track/4Y8vb1uy9IjM2V1hqvrAid
Perfect,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,230333,https://open.spotify.com/track/3NLnwwAQbbFKcEcV8hDItk
Before He Cheats,Carrie Underwood,Some Hearts,2005-11-14,199946,https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt
Mama's Broken Heart,Miranda Lambert,Four The Record,2011-11-01,177773,https://open.spotify.com/track/2mXsZsJBThTaJXbNcg5QD4
if u think i'm pretty,Artemas,if u think i'm pretty,2023-10-24,128205,https://open.spotify.com/track/34Yl756FwYuZldE9xnshj5
Thunderstruck,AC/DC,The Razors Edge,1990-09-24,292880,https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj
Basket Case,Green Day,Dookie,1994-02-01,181533,https://open.spotify.com/track/6L89mwZXSOwYl76YXfX13s
Pour Some Sugar On Me - Remastered 2017,Def Leppard,Hysteria (Super Deluxe),1987-08-03,267306,https://open.spotify.com/track/0PdM2a6oIjqepoEfcJo0RO
Bless The Broken Road,Rascal Flatts,Feels Like Today,2004-01-01,226680,https://open.spotify.com/track/4YjjNHtEsTX6Af4mCTupT5
Really Don't Care,"Demi Lovato, Cher Lloyd",Demi,2013-01-01,201600,https://open.spotify.com/track/5vTPxzm4h2bY9rYyVrGEU5
New York State of Mind,Billy Joel,Turnstiles,1976-05-19,362400,https://open.spotify.com/track/6yjKlmm7vOszkXEUku1EM1
Bartender,Lady A,747,2014-09-30,198266,https://open.spotify.com/track/6olKv2HP3XgBpvVxAswowe
How You Remind Me,Nickelback,Silver Side Up,2001-09-11,223840,https://open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf
Goodness of God - Live,CeCe Winans,Believe For It,2021-03-12,297693,https://open.spotify.com/track/6vXOAkNQQ1KLmnC7vGYA0c
Hysteria,Def Leppard,Hysteria,1987-08-03,354636,https://open.spotify.com/track/2PFIZFcGry0po3ZfRZkzKc
G.O.M.D,J. Cole,2014 Forest Hills Drive,2014-12-09,301064,https://open.spotify.com/track/0Thqjtu54vKMP06pwZkAWp
Drive By,Train,California 37,2012-04-17,195973,https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9
From the Ground Up,Dan + Shay,Obsessed,2016-06-03,253933,https://open.spotify.com/track/0lQJBl9YEsoMtE8D4yTE9g
Vienna,Billy Joel,The Stranger (Legacy Edition),1977,214240,https://open.spotify.com/track/4U45aEWtQhrm8A5mxPaFZ7
Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),1985-02-25,251488,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE
Kids In America,Kim Wilde,Kim Wilde,1981,205533,https://open.spotify.com/track/1YGZyfvdgZxzipWoWYVKxi
Love Is A Battlefield,Pat Benatar,The Collection,2001-01-01,245400,https://open.spotify.com/track/4wYqPn3Kg3vZrkVgW2oqAG
Bette Davis Eyes,Kim Carnes,Mistaken Identity,1981-01-01,228000,https://open.spotify.com/track/0odIT9B9BvOCnXfS0e4lB5
Gloria,Laura Branigan,The Best of Branigan,1995-06-06,295066,https://open.spotify.com/track/15ob9SMGLWrexuPuyuMjKl
Whip It,DEVO,Freedom of Choice,1980,161133,https://open.spotify.com/track/4sscDOZCkbLSlDqcCgUJnX
Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,1987-11-12,213573,https://open.spotify.com/track/4cOdK2wGLETKBW3PvgPWqT
Higher,Creed,Human Clay,1999-01-01,316733,https://open.spotify.com/track/1ZozJfi8u9cO2Ob8KwiwNT
With Arms Wide Open,Creed,Human Clay,1999-01-01,274800,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
Here Without You,3 Doors Down,Away From The Sun,2002-11-12,238733,https://open.spotify.com/track/3NLrRZoMF0Lx6zTlYqeIo4
When I'm Gone,3 Doors Down,Away From The Sun,2002-11-12,260333,https://open.spotify.com/track/3WbphvawbMZ8FyqDxYGdSQ
Espresso,Sabrina Carpenter,Espresso,2024-04-11,175459,https://open.spotify.com/track/2oADPwknKEfMtwpMnr7xfg
The Spins,"Mac Miller, Empire Of The Sun",K.I.D.S.,2010-08-13,195873,https://open.spotify.com/track/7BcOUi4FQ3wBLmNTW0yfCR
Life is a Highway,Rascal Flatts,Me And My Gang,2006-01-01,276320,https://open.spotify.com/track/2Fs18NaCDuluPG1DHGw1XG
Night Moves,Bob Seger,Night Moves,1976-10-22,324422,https://open.spotify.com/track/6UBjSnyP1O5W5ndJoO9vUk
Springsteen,Eric Church,Chief,2011-01-01,263386,https://open.spotify.com/track/05ZACkzW8YbRq3eFgIfSNB
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",THIS IS... ICONA POP,2013-08-27,157152,https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq
SLUT ME OUT 2,NLE Choppa,SLUT ME OUT 2,2024-04-12,135058,https://open.spotify.com/track/22yRHdYBLZMi7xnvBioqkP
Mr. Brightside,The Killers,Hot Fuss,2004,222973,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
Something in Your Mouth,Nickelback,Dark Horse,2008-10-28,219253,https://open.spotify.com/track/6wO0vMRAJB0r1lEWBJZNOq
50 Ways to Say Goodbye,Train,California 37,2012-04-17,247946,https://open.spotify.com/track/2NniAhAtkRACaMeYt48xlD
Hollaback Girl,Gwen Stefani,Love. Angel. Music. Baby.,2004-11-12,199853,https://open.spotify.com/track/0eqH0ALoDQevq59YcQ53KE
Waiting for a Girl like You,Foreigner,4 (Expanded),1981,292066,https://open.spotify.com/track/2OgVsp77En2nju8pnCieVU
Unwritten,Natasha Bedingfield,Unwritten,2004-08-30,259333,https://open.spotify.com/track/3U5JVgI2x4rDyHGObzJfNf
Nothing's Gonna Stop Us Now,Starship,No Protection,1987-07-27,270333,https://open.spotify.com/track/3X7uFMzJrEE0sxn62qd8Ch
Tonight Looks Good on You,Jason Aldean,"Old Boots, New Dirt",2014-10-07,231666,https://open.spotify.com/track/6OGS2JJM14gkWDE9bOEk7k
Sex on Fire,Kings of Leon,Only By The Night,2008-09-23,203346,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45
All Summer Long,Kid Rock,Rock n Roll Jesus,2007-10-09,297586,https://open.spotify.com/track/5rX6C5QVvvZB7XckETNych
More Than a Feeling,Boston,Boston,1976,285133,https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF
Wanted Dead Or Alive,Bon Jovi,Slippery When Wet,1986-08-16,308666,https://open.spotify.com/track/0oerlffJSzhRVvtDfLcp3N
Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),1994-10-03,306440,https://open.spotify.com/track/7EZC6E7UjZe63f1jRmkWxt
Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,2003-01-01,197986,https://open.spotify.com/track/27L8sESb3KR79asDUBu8nW
Total Eclipse of the Heart,Bonnie Tyler,The Very Best of Bonnie Tyler,2009-03-26,267360,https://open.spotify.com/track/7wuJGgpTNzbUyn26IOY6rj
Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",United,1967-08-29,151666,https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX
Old Time Rock & Roll,Bob Seger,Stranger In Town,1978-05-05,194146,https://open.spotify.com/track/5EOoMWIB9iK4ZpcSex9Ec7
Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (Expanded Edition),1970-12-07,160133,https://open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU
Smile,Uncle Kracker,Happy Hour,2009-09-11,201626,https://open.spotify.com/track/4ZC8hXXqu2hPcDLw9QTdtQ
Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,2001-03-27,259933,https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA
You Shook Me All Night Long,AC/DC,Back In Black,1980-07-25,210173,https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo
Africa,TOTO,Toto IV,1982-04-08,295893,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
Paradise City,Guns N' Roses,Appetite For Destruction,1987-07-21,405600,https://open.spotify.com/track/6eN1f9KNmiWEhpE2RhQqB5
T.N.T.,AC/DC,High Voltage,1976-05-14,214666,https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb
Take on Me,a-ha,Hunting High and Low,1985-06-01,225280,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
Iris,The Goo Goo Dolls,Dizzy up the Girl,1998,289533,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
I'm Gonna Be (500 Miles),The Proclaimers,Sunshine on Leith,1988,219466,https://open.spotify.com/track/67iAlVNDDdddxqSD2EZhFs
Seven Nation Army,The White Stripes,Elephant,2003-04-01,232106,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR
Dancing Queen,ABBA,Arrival,1976,230400,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr
The Sweet Escape,"Gwen Stefani, Akon",The Sweet Escape,2006-01-01,246466,https://open.spotify.com/track/66ZcOcouenzZEnzTJvoFmH
Wagon Wheel,Darius Rucker,True Believers,2013-01-01,298373,https://open.spotify.com/track/3xdjjKMcMOFgo1eQrfbogM
Complicated,Avril Lavigne,Let Go,2002-06-04,244506,https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F
Wannabe,Spice Girls,Spice,1996-01-01,173026,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
Geronimo,Sheppard,Bombs Away,2015-01-12,218227,https://open.spotify.com/track/0qt5f5EL92o8Snzopsv0en
Dirt Road Anthem,Jason Aldean,My Kinda Party,2010-11-02,229400,https://open.spotify.com/track/5ZVGvay4xwgXMnQWffNYeU
Love Me For The Both Of Us,CJ Fam,Love Me For The Both Of Us,2024-04-05,227585,https://open.spotify.com/track/62AKbDmQLJsCNGv2DiRUSR
All Around Me,Flyleaf,Flyleaf,2006-01-01,198506,https://open.spotify.com/track/1zN6ynJG4PdR61YWv4PQ3Y
COUNT 'EM,Brandon Lake,COAT OF MANY COLORS,2023-10-20,227266,https://open.spotify.com/track/0doGyGo63mbdYn7gQcTSx4
Rude,MAGIC!,Don't Kill the Magic,2014-06-25,224840,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,2011-01-01,262173,https://open.spotify.com/track/0IkKz2J93C94Ei4BvDop7P
Animal I Have Become,Three Days Grace,One-X,2006-06-25,231400,https://open.spotify.com/track/56sk7jBpZV0CD31G9hEU3b
Last Resort,Papa Roach,Infest,2001-04-25,199906,https://open.spotify.com/track/5W8YXBz9MTIDyrpYaCg2Ky
28,Zach Bryan,The Great American Bar Scene,2024-07-04,233333,https://open.spotify.com/track/5iJKGpnFfvbjZJeAtwXfCj
Lies Lies Lies,Morgan Wallen,Lies Lies Lies,2024-07-05,198068,https://open.spotify.com/track/7Fzl7QaTu47WyP9R5S5mh5
Free Fallin',Tom Petty,Full Moon Fever,1989-01-01,256000,https://open.spotify.com/track/5tVA6TkbaAH9QMITTQRrNv
Lay All Your Love On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack,"Dominic Cooper, Amanda Seyfried",Mamma Mia! The Movie Soundtrack,2008-01-01,269440,https://open.spotify.com/track/74wySERHHxB8Ul9A0CNBla
One Last Breath,Creed,Weathered,2001-01-01,238240,https://open.spotify.com/track/42T2QQv3xgBlpQxaSP7lnK
My Sacrifice,Creed,Weathered,2001-01-01,294600,https://open.spotify.com/track/2VSbEXqs6NbNiZSTcHlIDR
Animals,Nickelback,All the Right Reasons (Special Edition),2005-09-26,186600,https://open.spotify.com/track/3rjM7GhxdVq1YySsHBs21i
I Hate Everything About You,Three Days Grace,Three Days Grace,2003-04-19,231480,https://open.spotify.com/track/0M955bMOoilikPXwKLYpoi
I Don't Want This Night To End,Luke Bryan,Tailgates & Tanlines,2011-01-01,219973,https://open.spotify.com/track/7c1KTn1z8Gw8ouYdcF4qaG
Neon Moon,Brooks & Dunn,#1s ... and then some,2009-09-08,263760,https://open.spotify.com/track/3EUl8M6SzxZl03NPkB8mUd
I'm Comin' Over,Chris Young,I'm Comin' Over,2015-11-13,197280,https://open.spotify.com/track/0H04yVa3DJxoXbLBpAb7iV
Into The Ocean,Blue October,Foiled,2006-01-01,239946,https://open.spotify.com/track/2SiqlgLMfKQbczSMRp8drY
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,2011-01-01,244973,https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV
The Man Who Can't Be Moved,The Script,The Script,2008-07-14,241373,https://open.spotify.com/track/3nqqDo8CcCLke3ZoTgiOKf
Wonderwall,Oasis,(What's The Story) Morning Glory?,1995-10-02,258906,https://open.spotify.com/track/1qPbGZqppFwLwcBC1JQ6Vr
Pyramids,Frank Ocean,channel ORANGE,2012-07-10,592920,https://open.spotify.com/track/4QhWbupniDd44EDtnh2bFJ
Bring Me To Life,Evanescence,Fallen,2003-03-04,235893,https://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp
Sexy Drug,Falling In Reverse,Just Like You (Deluxe Edition),2015-02-24,194671,https://open.spotify.com/track/4TncWhCfACwaIU8hllz8SQ
That's Who I Praise,Brandon Lake,That's Who I Praise,2024-07-29,228285,https://open.spotify.com/track/3gVYa5bvsuvBegKEIEY8Mk
The Older You Get,Daniel Seavey,The Older You Get,2024-05-09,216611,https://open.spotify.com/track/3wtuQJ5cWlAmDp0exZwLe3
Travelin' Soldier,The Chicks,Home,2002-08-27,343496,https://open.spotify.com/track/0AkZjWYCMJ8wWiNex7LmkY
Go the Distance,"Roger Bart, Disney",Hercules (Original Motion Picture Soundtrack),1997-01-01,194160,https://open.spotify.com/track/0D1OY0M5A0qD5HGBvFmFid
Colder Weather,Zac Brown Band,You Get What You Give,2010-09-20,273893,https://open.spotify.com/track/3U8dHeggJ8IBe0UCb1gbyB
Drunk On A Plane,Dierks Bentley,RISER,2014-01-01,254466,https://open.spotify.com/track/1soxUgYIZb1qx1c7o1Lc7z
My Life,Billy Joel,52nd Street,1978-10-13,284000,https://open.spotify.com/track/4ZoBC5MhSEzuknIgAkBaoT
Ten Thousand Fists,Disturbed,Ten Thousand Fists,2005-09-19,212040,https://open.spotify.com/track/5hkgrWxkobGtg30I7DsfVu
If I Were a Boy,Beyoncé,I AM...SASHA FIERCE,2008-11-14,249146,https://open.spotify.com/track/26NX1wPt1TRCH536yocd6i
I Like The Sound Of That,Rascal Flatts,Rewind,2014-01-01,209280,https://open.spotify.com/track/5S5rw0WLVCAux5B5bWCehK
In My Head,Jason Derulo,Jason Derulo,2010-02-24,198960,https://open.spotify.com/track/5BoIP8Eha5hwmRVURkC2Us
Classic,MKTO,MKTO,2012,175426,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",Sweet Talker (Deluxe Version),2014-10-10,199386,https://open.spotify.com/track/0puf9yIluy9W0vpMEUoAnN
Thong Song,Sisqo,Unleash The Dragon,1999-11-30,253733,https://open.spotify.com/track/5Mmk2ii6laakqfeCT7OnVD
1985,Bowling For Soup,A Hangover You Don't Deserve,2004,193000,https://open.spotify.com/track/5oQcOu1omDykbIPSdSQQNJ
JUMPIN,"Pitbull, Lil Jon",JUMPIN,2023-04-20,144000,https://open.spotify.com/track/61FwUf89hKEIsjUDtIPRoH
Somewhere Only We Know,Keane,Hopes And Fears,2004-01-01,236160,https://open.spotify.com/track/0ll8uFnc0nANY35E0Lfxvg
Knockin' On Heaven's Door,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973-07-13,149880,https://open.spotify.com/track/6HSXNV0b4M4cLJ7ljgVVeh
Fantasy,Mariah Carey,Daydream,1995-10-03,243493,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
Piano Man,Billy Joel,Piano Man (Legacy Edition),1973-11-07,339000,https://open.spotify.com/track/70C4NyhjD5OZUMzvWZ3njJ
Kryptonite,3 Doors Down,The Better Life,2000,233933,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
Blame It on the Rain,Milli Vanilli,4 Hits: Milli Vanilli,2011-06-03,248533,https://open.spotify.com/track/0UUpyDCYzkziXJ1TM4awHM
Downtown,Lady A,Golden,2013-01-01,195866,https://open.spotify.com/track/4kY7rYtE4OQkJNq22OIYRI
All the Pretty Girls,Kenny Chesney,Cosmic Hallelujah,2017-04-28,212893,https://open.spotify.com/track/66pxmg3Jhjm09tHoWR1wVR
