Track Name,Artist(s),Album,Release Date,Duration (ms),Spotify URL
Fancy,"Iggy Azalea, Charli xcx",The New Classic (Deluxe Version),2014-01-01,199938,https://open.spotify.com/track/3oiMJQAWVaxSubJ7b2VUtX
Bad Blood,"Taylor Swift, Kendrick Lamar",Bad Blood,2015-05-17,200106,https://open.spotify.com/track/6xsEAm6w9oMQYYg3jkEkMT
C'Mon,Kesha,Warrior (Expanded Edition),2012-11-30,214306,https://open.spotify.com/track/4bO6IzKXMWhmncfIO9GBq2
"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars","Young, Wild & Free (feat. Bruno Mars)",2011-10-21,207346,https://open.spotify.com/track/3FNy4yzOhHhFBeA5p4ofoq
See You Again - Rock Mafia Remix,"Miley Cyrus, Rock Mafia",Breakout,2008-01-01,196093,https://open.spotify.com/track/3pRURfm0THUY3G4YBOLtrC
Beneath Your Beautiful (feat. Emeli Sandé),"Labrinth, Emeli Sandé",Electronic Earth (Expanded Edition),2012-04-02,271813,https://open.spotify.com/track/2EcsgXlxz99UMDSPg5T8RF
Sexy Bitch (feat. Akon),"David Guetta, Akon",One More Love,2010-11-22,195853,https://open.spotify.com/track/127uq83uGFapbddqiMUKky
Something Just Like This,"The Chainsmokers, Coldplay",Memories...Do Not Open,2017-04-07,247160,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
Timber,"Pitbull, Kesha",Timber,2013-10-07,204053,https://open.spotify.com/track/1zHlj4dQ8ZAtrayhuDDmkY
Someone To You,BANNERS,Empires On Fire,2017-11-03,219800,https://open.spotify.com/track/14BH4qO7pgCmIe6mgLKOK3
Something I Need,OneRepublic,Native,2014-01-01,240080,https://open.spotify.com/track/6t1F0FTlVHAw6kEe164SsL
So What,P!nk,Greatest Hits...So Far!!!,2010-11-12,214520,https://open.spotify.com/track/7wnEPXuIPhDE0RWfmjKPvP
Ain't It Fun,Paramore,Paramore,2013-04-05,296520,https://open.spotify.com/track/1j8z4TTjJ1YOdoFEDwJTQa
Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",One More Love,2010-11-22,210853,https://open.spotify.com/track/5xYC48nOppVemY6U5GRGTb
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,2009-01-01,202066,https://open.spotify.com/track/5Q0Nhxo0l2bP3pNjpGJwV1
What Makes You Beautiful,One Direction,Up All Night,2012-05-25,199986,https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo
Titanium (feat. Sia),"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),2012-12-07,245040,https://open.spotify.com/track/0TDLuuLlV54CkRRUOahJb4
Empire State Of Mind,"JAY-Z, Alicia Keys",The Blueprint 3,2009-09-08,276920,https://open.spotify.com/track/2igwFfvr1OAGX9SKDCPBwO
Geronimo,Sheppard,Bombs Away,2015-03-10,218227,https://open.spotify.com/track/19cL3SOKpwnwoKkII7U3Wh
Best Day Of My Life,American Authors,"Oh, What A Life",2014-01-01,194240,https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,2011-01-01,244973,https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",THIS IS... ICONA POP,2013-08-27,157152,https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq
Call on Me - Ryan Riback Remix,"Starley, Ryan Riback",Call On Me (Remixes),2016-10-18,222040,https://open.spotify.com/track/2L6orAlH8tBhiFTumIfMyF
Midnight City,M83,"Hurry Up, We're Dreaming",2011-10-18,243960,https://open.spotify.com/track/2aIh7tYvYLcU4KA0AlS6n0
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Me 4 U,2015-10-16,180560,https://open.spotify.com/track/023OVLNzXhX0j7CxswUt6D
We No Speak Americano - Radio Edit,"Yolanda Be Cool, DCup",We No Speak Americano (Yolanda Be Cool vs. DCUP) (Remixes Vol. 1),2010,178560,https://open.spotify.com/track/2xubE2q3ksG0Xh8duZCTjf
Feel It Still,Portugal. The Man,Woodstock,2017-06-16,163253,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
Sexual,"NEIKED, Dyo",Sexual,2016,188888,https://open.spotify.com/track/5fKBwqSTuCbnJlCOpeRa3o
Rude,MAGIC!,Don't Kill the Magic,2014-06-25,224840,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp
Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",Finesse (Remix) [feat. Cardi B],2017-12-20,217288,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,230746,https://open.spotify.com/track/455AfCsOhhLPRc68sE01D8
Where Have You Been,Rihanna,Talk That Talk,2011-11-18,242680,https://open.spotify.com/track/5WQQIDU3HRaMyPkob8mpFb
Cool for the Summer,Demi Lovato,Confident (Deluxe Edition),2015-01-01,214739,https://open.spotify.com/track/4YieJ8UoB4t4w8Ua0N3nGv
Meant to Be (feat. Florida Georgia Line),"Bebe Rexha, Florida Georgia Line",All Your Fault: Pt. 2,2017-08-11,163870,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
California Gurls,"Katy Perry, Snoop Dogg",Teenage Dream: The Complete Confection,2012-03-12,234653,https://open.spotify.com/track/6tS3XVuOyu10897O3ae7bi
Good For You,"Selena Gomez, A$AP Rocky",Revival (Deluxe),2015-10-09,221280,https://open.spotify.com/track/5xdVqHtFS0eLuNp4Z8Wbpa
Best Friend,50 Cent,Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack,2005-01-01,251546,https://open.spotify.com/track/7jdzEA44GdSp4laVCF3Ztw
Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",Lazarus,2010-06-07,211160,https://open.spotify.com/track/2qPUnoasNe4Ep43emVXEig
Love The Way You Lie,"Eminem, Rihanna",Recovery,2010-06-18,263373,https://open.spotify.com/track/15JINEqzVMv3SvJTAXAKED
Turn Up the Music,Chris Brown,Fortune (Expanded Edition),2012-07-03,227973,https://open.spotify.com/track/1RMRkCn07y2xtBip9DzwmC
Smack That,"Akon, Eminem",Konvicted,2006,212360,https://open.spotify.com/track/3qKGvSu1inEZKwYQnMavNA
Trumpets,Jason Derulo,Tattoos,2013-09-10,217306,https://open.spotify.com/track/6jizk5lOUnfpaZXYMdfeC6
Que Sera,Justice Crew,Live By The Words,2012,212800,https://open.spotify.com/track/71CgN6BVkaXFNB5xPnvY9o
We Run The Night,"Havana Brown, Pitbull",Flashing Lights,2013-01-01,228188,https://open.spotify.com/track/1Hin2DTHCqkG0BRpcbu4tY
Bangarang (feat. Sirah),"Skrillex, Sirah",Bangarang EP,2011-12-27,215253,https://open.spotify.com/track/6VRhkROS2SZHGlp0pxndbJ
Side To Side,"Ariana Grande, Nicki Minaj",Dangerous Woman,2016-05-20,226160,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
Sorry,Justin Bieber,Purpose (Deluxe),2015-11-13,200786,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
Lush Life,Zara Larsson,So Good,2017-03-17,201122,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8
Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,180480,https://open.spotify.com/track/6lV2MSQmRIkycDScNtrBXO
Beautiful Girls,Sean Kingston,Beautiful Girls,2007-07-23,225373,https://open.spotify.com/track/1hGy2eLcmC8eKx7qr1tOqx
Just Dance,"Lady Gaga, Colby O'Donis",The Fame,2008-01-01,241933,https://open.spotify.com/track/1dzQoRqT5ucxXVaAhTcT0J
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",FutureSex/LoveSounds,2006-09-12,242733,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR
Talk Dirty (feat. 2 Chainz),"Jason Derulo, 2 Chainz",Tattoos,2013-09-10,177685,https://open.spotify.com/track/5l3CML2OnzfNs5RfVgbcLt
Brokenhearted,Karmin,Hello,2012-05-07,227146,https://open.spotify.com/track/4urcG6Nfubqsuqy3juMjBi
Wake Me Up,Avicii,True,2013-09-13,247426,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
22,Taylor Swift,Red (Big Machine Radio Release Special),2012-10-22,232120,https://open.spotify.com/track/6ce41JVa6KFaryfmC2bu2W
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",Celebration (double disc version),2009-09-18,189693,https://open.spotify.com/track/1oHClQEgDmmbcEx12Kc5nZ
GDFR (feat. Sage the Gemini & Lookas),"Flo Rida, Sage The Gemini, Lookas",My House,2015-04-07,190185,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
Do It Again,"Pia Mia, Chris Brown, Tyga",Do It Again,2015-05-04,207746,https://open.spotify.com/track/72Bz4ciRZPBcVSw0nrZDHi
No Lie,"Sean Paul, Dua Lipa",Mad Love The Prequel,2018-06-29,221176,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
Everyday,"Ariana Grande, Future",Dangerous Woman,2016-05-20,194840,https://open.spotify.com/track/6yL2kTsdVwYnGwPkKGtMd5
Him & I (with Halsey),"G-Eazy, Halsey",The Beautiful & Damned,2017-12-15,268866,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
Bed (feat. Ariana Grande),"Nicki Minaj, Ariana Grande",Queen,2018-08-10,189533,https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv
...Ready For It?,Taylor Swift,reputation,2017-11-10,208186,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",Skrillex and Diplo present Jack Ü,2015-02-24,250285,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
Wait A Minute,"The Pussycat Dolls, Timbaland",PCD,2005-01-01,221946,https://open.spotify.com/track/0LuXDAf5qLisuEII1iI81y
Runaway (U & I),Galantis,Pharmacy,2015-06-05,227073,https://open.spotify.com/track/46lFttIf5hnUZMGvjK0Wxo
Ugly Heart,G.R.L.,G.R.L.,2014-07-29,198306,https://open.spotify.com/track/3qqho4PnTn3zlMPBzWhFFD
Higher Love,"Kygo, Whitney Houston",Higher Love,2019-06-28,228267,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
Solo Dance,Martin Jensen,Solo Dance,2016-11-04,174933,https://open.spotify.com/track/3hRi7ubt1NhroxTrdnjn4w
Shake It Off,Taylor Swift,1989 (Deluxe),2014-01-01,219200,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD
Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,2016-02-05,208373,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK
Fly,"Nicki Minaj, Rihanna",Pink Friday,2010-01-01,212920,https://open.spotify.com/track/1cCH44q4pefbulkOhcoe3D
Goodbye (feat. Nicki Minaj & Willy William),"Jason Derulo, David Guetta, Nicki Minaj, Willy William",Goodbye (feat. Nicki Minaj & Willy William),2018-08-24,195419,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
Peanut Butter Jelly,Galantis,Pharmacy,2015-06-05,203133,https://open.spotify.com/track/3aIhJDHxr1kgTSnutJxPTH
Cool Kids,Echosmith,Talking Dreams (Deluxe Edition),2013-10-04,237626,https://open.spotify.com/track/13P5rwmk2EsoFRIz9UCeh9
What Lovers Do (feat. SZA),"Maroon 5, SZA",Red Pill Blues (Deluxe),2018-06-15,199849,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,2011-11-11,210960,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
Hollaback Girl,Gwen Stefani,Love. Angel. Music. Baby.,2004-11-12,199853,https://open.spotify.com/track/0eqH0ALoDQevq59YcQ53KE
Domino,Jessie J,Who You Are (Platinum Edition),2011-01-01,231840,https://open.spotify.com/track/2fQxE0jVrjNMT9oJAXtSJR
Rich Girl,"Gwen Stefani, Eve",Love. Angel. Music. Baby.,2004-11-12,236213,https://open.spotify.com/track/2oxtQ84p1j5GmyzmD50Lq0
What the Hell,Avril Lavigne,Goodbye Lullaby (Expanded Edition),2011-03-08,220706,https://open.spotify.com/track/2z4U9d5OAA4YLNXoCgioxo
Live While We're Young,One Direction,Take Me Home: Yearbook Edition,2012-11-09,200186,https://open.spotify.com/track/6aGjEZ7kq3YXgD0EDt80O5
Till the World Ends,Britney Spears,Femme Fatale (Deluxe Version),2011-03-28,237946,https://open.spotify.com/track/38iU2jg98IZZEIJPrP7aWD
Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE - Platinum Edition,2008,192586,https://open.spotify.com/track/557un1HgwYMuqfWGSTmnxw
Body,"Loud Luxury, Brando",Body,2018-04-13,163216,https://open.spotify.com/track/1Cae1YAN5Tf4CPfnWz3nmj
Tonight Tonight,Hot Chelle Rae,Whatever,2011-11-25,200466,https://open.spotify.com/track/2i0AUcEnsDm3dsqLrFWUCq
Everybody Talks,Neon Trees,Picture Show,2012-01-01,177280,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",The Heist,2012-10-09,258342,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
Feel So Close - Radio Edit,Calvin Harris,18 Months,2012-10-29,206413,https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc
Chasing The Sun,The Wanted,The Wanted (Special Edition),2012-01-01,198800,https://open.spotify.com/track/4b4c0oH7PtrPsI86drzgFs
Best Song Ever,One Direction,Midnight Memories (Deluxe),2013-11-25,200106,https://open.spotify.com/track/5T7ZFtCcOgkpjxcuaeZbw0
Wild Wild Love (feat. G.R.L.),"Pitbull, G.R.L.",Wild Wild Love (feat. G.R.L.),2014-02-25,202197,https://open.spotify.com/track/6DcDdDevI94Dh4vc5anXBE
German,No Money Enterprise,German,2019-11-01,234791,https://open.spotify.com/track/4pMEp90aY5XZcQQGaH7ahu
Good Feeling,Flo Rida,Wild Ones,2012-06-22,248133,https://open.spotify.com/track/2LEF1A8DOZ9wRYikWgVlZ8
Die Young,Kesha,Warrior (Expanded Edition),2012-11-30,211920,https://open.spotify.com/track/7EQGXaVSyEDsCWKmUcfpLk
Hot N Cold,Katy Perry,One Of The Boys,2008,220226,https://open.spotify.com/track/1ulXmqjktxSdrdT1bzc69H
Good Time,"Owl City, Carly Rae Jepsen",The Midsummer Station,2012-08-17,205933,https://open.spotify.com/track/1kPpge9JDLpcj15qgrPbYX
Who Says,Selena Gomez & The Scene,When The Sun Goes Down,2011-01-01,195613,https://open.spotify.com/track/3TcL0dyCMyr0kyTTc4NLgI
Counting Stars,OneRepublic,Native,2013-01-01,257265,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
Since U Been Gone,Kelly Clarkson,Breakaway,2004,188960,https://open.spotify.com/track/6JY1IdkZGeIcPegKxjSKeb
Hall of Fame (feat. will.i.am),"The Script, will.i.am",#3 Deluxe Version,2012-09-10,202533,https://open.spotify.com/track/7wMq5n8mYSKlQIGECKUgTX
Poker Face,Lady Gaga,The Fame,2008-01-01,237200,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg
Wet,Nicole Scherzinger,Killer Love,2011-01-01,216973,https://open.spotify.com/track/6KuSXFEY3zYVzJUpJqTLHB
Wet Dreamz,J. Cole,2014 Forest Hills Drive,2014-12-09,239320,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
"We're All In This Together - From ""High School Musical""/Soundtrack Version","High School Musical Cast, Disney",Pop It Rock It 2 (Australian Version),2010-01-01,231440,https://open.spotify.com/track/5bZMCzxmv0m9Jg8nBSLLJu
So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",So Close (feat. Georgia Ku),2018-11-02,190302,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK
Happier,"Marshmello, Bastille",Happier,2018-08-17,214289,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
Boom Boom,Justice Crew,Live By The Words,2012,187026,https://open.spotify.com/track/0UmXSUCoE2I67n8ERd0Hdi
Ride,Twenty One Pilots,Blurryface,2015-05-15,214506,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,1987-06-02,291293,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",New Eyes,2014-06-02,227833,https://open.spotify.com/track/61dCUoMCg28qEBzrW6htYM
Say You Won't Let Go,James Arthur,Back from the Edge,2016-10-28,211466,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen,2014-11-10,192560,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm
Stay,"Zedd, Alessia Cara",Stay,2017-02-23,210090,https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0
Good Life (with G-Eazy & Kehlani),"G-Eazy, Kehlani",Good Life (with G-Eazy & Kehlani),2017-03-16,225525,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
Never Say Never,"Justin Bieber, Jaden",Never Say Never - The Remixes,2011-01-01,227853,https://open.spotify.com/track/5GYbkDveRD2I8M5ZJ14hWn
Classic,MKTO,MKTO,2012,175426,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
Symphony (feat. Zara Larsson),"Clean Bandit, Zara Larsson",Symphony (feat. Zara Larsson),2017-03-16,212459,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
Numb / Encore,"JAY-Z, Linkin Park",Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,2004-11-30,205733,https://open.spotify.com/track/5sNESr6pQfIhL3krM8CtZn
Never Be Like You,"Flume, kai",Skin,2016-05-27,234909,https://open.spotify.com/track/5AWMbJ60z0NmztJ1Edl00K
By Your Side,"Jonas Blue, RAYE",Blue,2018-11-09,201254,https://open.spotify.com/track/4QTuyRQshEZYurtIDfE6g0
Happy Now,"Zedd, Elley Duhé",Happy Now,2018-07-18,207029,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",Some Nights,2012-02-14,250626,https://open.spotify.com/track/5rgy6ghBq1eRApCkeUdJXf
Electric Feel,MGMT,Oracular Spectacular,2007-12-14,229640,https://open.spotify.com/track/3FtYbEfBqAlGO46NUDQSAt
